KP_1000_weakly_correlated
capacity	245716
nb_items	1000
item	value	weight
0	327	296
1	780	873
2	133	61
3	491	468
4	485	478
5	14	27
6	558	548
7	868	782
8	122	44
9	374	392
10	678	580
11	761	708
12	943	928
13	485	542
14	224	180
15	29	32
16	218	200
17	669	660
18	446	496
19	751	742
20	637	700
21	749	687
22	48	27
23	379	288
24	4	94
25	309	329
26	551	546
27	109	84
28	831	883
29	916	930
30	854	821
31	711	802
32	557	508
33	496	567
34	249	337
35	840	804
36	670	723
37	132	211
38	88	5
39	125	100
40	100	31
41	607	511
42	694	675
43	333	235
44	67	26
45	93	24
46	416	346
47	412	501
48	72	131
49	750	663
50	893	975
51	723	745
52	302	317
53	268	243
54	186	185
55	217	258
56	516	611
57	845	796
58	954	923
59	733	794
60	59	61
61	751	710
62	817	756
63	713	755
64	102	38
65	895	881
66	417	414
67	642	643
68	390	290
69	781	769
70	53	44
71	257	195
72	193	268
73	586	575
74	903	964
75	918	913
76	621	645
77	803	714
78	236	323
79	420	516
80	678	722
81	526	475
82	190	112
83	565	542
84	69	119
85	619	700
86	786	877
87	289	368
88	886	899
89	834	791
90	809	902
91	136	36
92	145	168
93	378	425
94	524	522
95	132	64
96	882	814
97	645	702
98	655	614
99	629	641
100	556	630
101	886	871
102	798	799
103	125	35
104	660	602
105	359	431
106	871	830
107	677	744
108	1074	995
109	903	964
110	857	773
111	354	332
112	65	47
113	486	457
114	239	194
115	703	736
116	797	863
117	455	355
118	252	177
119	98	79
120	69	127
121	73	13
122	925	978
123	265	355
124	204	241
125	619	712
126	801	782
127	985	933
128	1015	924
129	842	884
130	570	637
131	132	41
132	517	531
133	146	105
134	241	194
135	617	703
136	119	90
137	327	229
138	1021	938
139	684	704
140	598	618
141	413	488
142	685	692
143	570	581
144	511	424
145	466	563
146	545	544
147	790	721
148	464	555
149	692	629
150	934	919
151	889	900
152	30	5
153	788	866
154	152	134
155	109	42
156	1026	938
157	373	429
158	944	888
159	44	140
160	383	447
161	245	152
162	771	862
163	125	142
164	704	700
165	824	917
166	550	452
167	508	582
168	125	165
169	893	961
170	483	396
171	537	509
172	481	493
173	349	396
174	562	508
175	333	365
176	107	10
177	133	137
178	267	172
179	776	683
180	200	144
181	596	692
182	606	584
183	309	291
184	129	226
185	335	434
186	267	211
187	740	803
188	838	867
189	49	37
190	760	684
191	831	862
192	209	129
193	155	231
194	81	177
195	666	711
196	592	639
197	138	132
198	365	297
199	390	302
200	274	302
201	519	576
202	269	202
203	909	869
204	802	758
205	565	591
206	452	473
207	832	758
208	107	126
209	409	315
210	86	42
211	756	727
212	47	38
213	1016	943
214	269	235
215	331	231
216	664	707
217	235	236
218	327	383
219	955	929
220	818	861
221	827	759
222	909	983
223	113	37
224	220	239
225	248	183
226	195	219
227	19	111
228	30	130
229	356	276
230	901	889
231	709	794
232	380	451
233	524	459
234	221	317
235	600	545
236	794	767
237	260	276
238	759	727
239	926	902
240	473	551
241	645	645
242	400	418
243	524	573
244	273	197
245	578	569
246	187	176
247	123	214
248	1011	987
249	522	436
250	811	891
251	104	118
252	603	525
253	916	984
254	193	135
255	1001	937
256	813	894
257	981	966
258	829	774
259	1045	954
260	662	563
261	276	208
262	127	107
263	719	796
264	43	87
265	805	751
266	293	329
267	308	378
268	925	969
269	789	832
270	469	417
271	284	250
272	6	101
273	713	654
274	130	128
275	531	431
276	259	354
277	425	466
278	967	891
279	529	570
280	434	502
281	715	791
282	180	95
283	262	185
284	576	597
285	964	893
286	287	220
287	287	346
288	50	28
289	367	383
290	762	784
291	819	814
292	353	375
293	47	136
294	37	88
295	413	397
296	934	987
297	770	767
298	924	940
299	177	128
300	693	675
301	894	810
302	560	606
303	623	624
304	985	902
305	74	29
306	58	148
307	950	979
308	788	776
309	388	302
310	696	738
311	273	244
312	924	937
313	138	104
314	426	362
315	391	374
316	860	793
317	80	75
318	482	393
319	71	79
320	140	50
321	66	155
322	48	2
323	297	320
324	775	686
325	495	463
326	756	696
327	675	713
328	315	293
329	430	342
330	181	197
331	656	754
332	896	837
333	609	684
334	451	482
335	474	405
336	889	971
337	344	431
338	119	129
339	874	818
340	57	101
341	470	557
342	849	894
343	98	78
344	31	83
345	851	854
346	836	799
347	1066	970
348	895	895
349	801	831
350	135	46
351	551	565
352	274	292
353	508	491
354	582	651
355	437	504
356	290	230
357	263	222
358	662	658
359	323	398
360	666	707
361	386	315
362	872	894
363	443	380
364	361	341
365	785	719
366	235	190
367	936	905
368	113	105
369	612	553
370	918	831
371	311	261
372	416	432
373	1042	952
374	58	99
375	407	319
376	22	110
377	117	31
378	831	765
379	754	795
380	852	946
381	132	84
382	890	835
383	627	675
384	317	382
385	66	93
386	285	197
387	521	561
388	504	451
389	364	302
390	547	548
391	73	163
392	476	414
393	419	475
394	466	476
395	743	657
396	680	586
397	338	437
398	632	627
399	925	930
400	672	748
401	367	430
402	719	738
403	514	587
404	58	104
405	332	305
406	442	408
407	728	781
408	811	780
409	566	602
410	141	131
411	194	122
412	862	891
413	648	732
414	626	654
415	555	568
416	890	903
417	47	38
418	259	282
419	120	65
420	1053	982
421	236	153
422	128	227
423	720	666
424	715	705
425	37	29
426	596	538
427	211	111
428	73	15
429	14	9
430	780	782
431	420	391
432	531	574
433	855	946
434	650	650
435	79	89
436	372	332
437	830	801
438	83	47
439	411	481
440	924	890
441	547	630
442	957	960
443	276	212
444	426	395
445	663	591
446	369	299
447	171	112
448	214	210
449	774	785
450	849	893
451	234	163
452	504	582
453	419	453
454	85	25
455	487	510
456	805	858
457	243	202
458	537	609
459	239	155
460	116	20
461	923	877
462	102	134
463	855	854
464	134	108
465	139	146
466	657	651
467	669	605
468	805	847
469	526	466
470	247	275
471	24	87
472	673	727
473	895	916
474	782	793
475	821	892
476	718	629
477	68	68
478	454	544
479	771	733
