KP_20000_uncorrelated
capacity	50160253
nb_items	20000
item	value	weight
0	3131	1979
1	1278	7318
2	7203	701
3	4266	3778
4	491	6019
5	5117	6868
6	1297	409
7	5062	4159
8	5800	7633
9	2630	9738
10	2131	8262
11	4453	6387
12	9026	8783
13	8606	1889
14	8517	3722
15	9568	344
16	4020	9261
17	3038	6709
18	4305	4201
19	7381	7230
20	8069	3732
21	922	3700
22	3444	9572
23	8850	1647
24	207	4922
25	1436	8663
26	4110	7390
27	4999	8581
28	7794	1034
29	6134	2127
30	5137	3716
31	9354	2343
32	6245	1264
33	1438	9030
34	457	2986
35	3248	2859
36	5625	8
37	1417	5338
38	3326	2609
39	5130	2353
40	8736	7437
41	9936	5929
42	8338	2125
43	8599	9414
44	7542	3500
45	7773	4586
46	3449	420
47	5248	6456
48	5761	6854
49	8790	9679
50	781	5414
51	3624	1597
52	3977	2045
53	8861	2814
54	2031	1724
55	4682	4709
56	9381	5068
57	4744	5876
58	4766	5158
59	780	4727
60	8844	6689
61	2372	6593
62	5751	5288
63	2698	334
64	6095	6165
65	2	1580
66	2233	5308
67	7310	9359
68	9166	2769
69	8042	6484
70	1312	6174
71	5055	1454
72	9178	1724
73	8053	4917
74	7965	5848
75	9088	1041
76	9663	4415
77	7282	5815
78	4594	2182
79	8702	888
80	2880	7962
81	9291	8035
82	8454	6806
83	5394	877
84	7606	3998
85	9769	8118
86	5155	7585
87	8676	4709
88	4260	8929
89	5225	431
90	6920	1238
91	5964	9873
92	2994	8162
93	5524	1958
94	5137	4743
95	4588	122
96	5753	8105
97	2545	9114
98	736	3935
99	2785	6301
100	2644	9881
101	1993	5504
102	6108	7608
103	6112	4192
104	61	6870
105	206	2175
106	6758	7229
107	795	5795
108	5337	9325
109	3097	3670
110	3184	2024
111	3970	3589
112	5767	5871
113	5291	2721
114	814	2157
115	6803	9507
116	1552	5906
117	5145	1752
118	2258	7510
119	4073	5572
120	325	3402
121	5768	6720
122	4867	1072
123	7115	2131
124	9187	75
125	5457	9344
126	9487	3840
127	4342	5915
128	8654	1142
129	4548	1954
130	1275	8392
131	7027	3769
132	7015	5083
133	9030	3679
134	9671	8744
135	2545	4904
136	4790	3592
137	3027	7361
138	8126	3868
139	6360	869
140	7388	5229
141	4271	5211
142	8857	7355
143	3369	5004
144	1915	3832
145	7891	7229
146	6644	8072
147	1579	226
148	487	77
149	7150	8793
150	8429	2925
151	3039	6451
152	9350	5423
153	1031	8632
154	5867	6393
155	3963	3360
156	3413	3741
157	3312	656
158	9467	9434
159	130	4505
160	9193	1882
161	6105	6541
162	2628	8793
163	4843	847
164	1730	4348
165	5984	6002
166	6970	2508
167	6389	7156
168	4078	983
169	6700	7401
