KP_100_strongly_correlated
capacity	23917
nb_items	100
item	value	weight
0	549	539
1	654	644
2	607	597
3	994	984
4	388	378
5	133	123
6	653	643
7	701	691
8	520	510
9	557	547
10	709	699
11	1004	994
12	797	787
13	18	8
14	149	139
15	811	801
16	356	346
17	331	321
18	471	461
19	936	926
20	391	381
21	730	720
22	536	526
23	679	669
24	563	553
25	182	172
26	54	44
27	82	72
28	633	623
29	450	440
30	738	728
31	669	659
32	166	156
33	418	408
34	433	423
35	285	275
36	517	507
37	498	488
38	287	277
39	842	832
40	906	896
41	130	120
42	496	486
43	137	127
44	583	573
45	221	211
46	211	201
47	326	316
48	920	910
49	820	810
50	768	758
51	829	819
52	133	123
53	294	284
54	433	423
55	659	649
56	88	78
57	594	584
58	335	325
59	557	547
60	378	368
61	491	481
62	990	980
63	466	456
64	700	690
65	582	572
66	783	773
67	468	458
68	947	937
69	81	71
70	423	413
71	104	94
72	831	821
73	368	358
74	16	6
75	857	847
76	48	38
77	982	972
78	292	282
79	721	711
80	318	308
81	611	601
82	105	95
83	361	351
84	416	406
85	901	891
86	16	6
87	594	584
88	537	527
89	281	271
90	473	463
91	701	691
92	309	299
93	397	387
94	36	26
95	452	442
96	718	708
97	411	401
98	687	677
99	51	41
