KP_10000_weakly_correlated
capacity	2493646
nb_items	10000
item	value	weight
0	854	845
1	912	901
2	881	889
3	791	823
4	1046	972
5	911	855
6	573	574
7	510	491
8	784	764
9	191	108
10	514	582
11	389	469
12	399	432
13	838	855
14	354	349
15	908	873
16	522	490
17	80	71
18	623	640
19	973	879
20	307	208
21	492	420
22	49	79
23	578	669
24	489	465
25	483	514
26	565	562
27	4	84
28	57	62
29	907	953
30	1045	965
31	51	13
32	611	642
33	111	103
34	566	660
35	820	908
36	130	43
37	341	415
38	437	482
39	477	477
40	788	823
41	445	458
42	863	823
43	539	508
44	574	583
45	679	659
46	816	752
47	547	573
48	669	712
49	518	442
50	590	684
51	401	323
52	767	861
53	86	60
54	24	81
55	741	794
56	776	833
57	438	416
58	343	376
59	600	688
60	723	733
61	127	166
62	803	797
63	278	224
64	839	771
65	309	254
66	909	880
67	498	407
68	570	485
69	140	122
70	80	48
71	706	629
72	708	616
73	269	293
74	167	77
75	23	40
76	978	901
77	621	527
78	280	265
79	343	389
80	24	56
81	626	526
82	621	593
83	293	337
84	87	3
85	382	340
86	121	125
87	523	448
88	56	61
89	219	146
90	873	874
91	286	272
92	331	430
93	313	299
94	114	64
95	832	762
96	341	326
97	384	295
98	610	625
99	841	744
100	566	605
101	237	207
102	87	12
103	798	820
104	419	427
105	39	53
106	29	71
107	598	585
108	333	297
109	539	516
110	881	939
111	651	748
112	709	714
113	272	364
114	328	287
115	960	973
116	659	609
117	335	292
118	258	309
119	551	607
120	622	638
121	529	541
122	380	325
123	150	215
124	498	404
125	247	275
126	550	624
127	344	336
128	726	774
129	421	372
130	636	617
131	755	781
132	386	353
133	117	57
134	434	405
135	171	219
136	917	978
137	338	351
138	25	102
139	227	176
140	624	559
141	107	160
142	77	22
143	4	14
144	98	71
145	511	528
146	285	268
147	858	888
148	711	758
149	913	987
150	856	892
151	320	281
152	739	735
153	100	76
154	113	185
155	682	688
156	456	366
157	539	548
158	546	526
159	675	638
160	602	638
161	204	194
162	592	494
163	465	551
164	994	948
165	853	875
166	444	516
167	736	739
168	60	147
169	330	417
170	806	895
171	277	244
172	763	781
173	208	196
174	1028	937
175	452	457
176	862	912
177	405	414
178	266	181
179	505	519
180	646	700
181	508	452
182	703	617
183	349	419
184	811	832
185	306	331
186	954	955
187	8	2
188	468	495
189	615	569
190	645	683
191	430	527
192	803	881
193	760	741
194	99	150
195	614	543
196	957	880
197	918	970
198	153	237
199	788	809
200	869	881
201	314	279
202	792	780
203	448	384
204	251	308
205	971	994
206	58	153
207	131	99
208	326	321
209	116	51
210	955	957
211	882	909
212	774	719
213	561	550
214	383	421
215	390	300
216	471	526
217	189	278
218	841	788
219	926	858
220	265	257
221	439	436
222	474	553
223	932	887
224	623	600
225	568	543
226	485	537
227	813	837
228	936	906
229	857	914
230	993	973
231	675	766
232	336	333
233	662	585
234	967	958
235	127	213
236	175	234
237	44	104
238	452	429
239	89	124
240	802	755
241	585	560
242	671	635
243	573	516
244	740	805
245	554	645
246	412	365
247	1043	994
248	508	552
249	421	496
250	728	790
251	813	864
252	145	76
253	453	493
254	38	49
255	980	888
256	425	415
257	189	123
258	782	748
259	954	878
260	1024	963
261	467	373
262	366	394
263	19	5
264	484	540
265	542	463
266	834	904
267	736	685
268	603	700
269	110	15
270	782	855
271	703	772
272	26	7
273	85	151
274	165	162
275	41	45
276	844	851
277	10	41
278	239	249
279	163	246
280	405	357
281	383	478
282	813	864
283	708	677
284	337	269
285	749	822
286	883	832
287	955	865
288	285	262
289	732	772
290	658	752
291	762	694
292	606	559
293	707	655
294	1060	964
295	800	817
296	910	929
297	329	339
298	301	381
299	681	728
300	775	840
301	198	192
302	613	679
303	66	53
304	502	589
305	307	286
306	1054	976
307	188	121
308	343	434
309	209	175
310	20	18
311	114	111
312	165	93
313	932	941
314	119	179
315	502	527
316	844	929
317	776	773
318	323	364
319	518	525
320	306	321
321	1006	985
322	643	579
323	651	686
324	478	492
325	404	427
326	807	772
327	692	633
328	9	14
329	114	91
330	861	777
331	58	34
332	687	627
333	233	248
334	204	264
335	22	65
336	968	922
337	374	357
338	852	813
339	600	651
340	412	471
341	938	893
342	142	182
343	507	491
344	1030	979
345	73	143
346	569	538
347	297	255
348	238	254
349	656	606
350	928	999
351	221	165
352	282	246
353	911	817
354	321	309
355	925	876
356	133	114
357	131	130
358	554	633
359	897	994
360	203	287
361	452	369
362	742	758
363	760	773
364	834	909
365	852	792
366	169	175
367	996	966
368	328	246
369	311	400
370	291	381
371	509	444
372	135	41
373	548	534
374	445	490
375	286	246
376	867	855
377	686	594
378	513	585
379	274	325
380	535	512
381	605	676
382	258	290
383	215	171
384	291	316
385	371	469
386	868	835
387	895	857
388	603	523
389	883	973
390	582	561
391	1033	949
392	580	536
393	4	5
394	461	397
395	190	288
396	492	393
397	150	181
398	1001	975
399	513	535
400	397	391
401	481	456
402	211	139
403	94	189
404	691	693
405	546	486
406	992	922
407	375	473
408	16	64
409	197	98
410	285	264
411	133	168
412	591	679
413	243	236
414	527	573
415	673	595
416	418	508
417	214	248
418	101	59
419	22	24
420	443	476
421	94	24
422	36	77
423	1002	988
424	209	307
425	64	55
426	586	561
427	368	367
428	745	788
429	604	506
430	811	783
431	47	25
432	461	550
433	781	822
434	465	486
435	163	216
436	121	86
437	4	52
438	87	73
439	18	53
440	503	590
441	430	428
442	12	27
443	1042	964
444	196	216
445	274	291
446	425	437
447	254	218
448	304	204
449	376	288
450	395	382
451	628	581
452	756	797
453	241	257
454	147	53
455	92	47
456	234	195
457	603	539
458	1003	905
