KP_50000_subset_sum
capacity	12555692
nb_items	50000
item	value	weight
0	363	363
1	646	646
2	489	489
3	210	210
4	128	128
5	710	710
6	554	554
7	981	981
8	204	204
9	203	203
10	739	739
11	439	439
12	226	226
13	966	966
14	278	278
15	954	954
16	756	756
17	158	158
18	575	575
19	292	292
20	198	198
21	67	67
22	892	892
23	320	320
24	608	608
25	991	991
26	943	943
27	490	490
28	859	859
29	910	910
30	415	415
31	808	808
32	897	897
33	795	795
34	385	385
35	297	297
36	841	841
37	463	463
38	818	818
39	139	139
40	94	94
41	535	535
42	525	525
43	494	494
44	590	590
45	262	262
46	490	490
47	994	994
48	867	867
49	840	840
50	751	751
51	409	409
52	771	771
53	565	565
54	750	750
55	9	9
56	13	13
57	285	285
58	528	528
59	657	657
60	329	329
61	801	801
62	890	890
63	657	657
64	187	187
65	86	86
66	998	998
67	483	483
68	940	940
69	253	253
70	761	761
71	942	942
72	639	639
73	755	755
74	223	223
75	949	949
76	856	856
77	774	774
78	349	349
79	340	340
80	223	223
81	923	923
82	896	896
83	239	239
84	59	59
85	984	984
86	290	290
87	939	939
88	299	299
89	505	505
90	930	930
91	791	791
92	114	114
93	36	36
94	316	316
95	581	581
96	883	883
97	455	455
98	214	214
99	964	964
100	630	630
101	123	123
102	505	505
103	721	721
104	133	133
105	434	434
106	717	717
107	269	269
108	928	928
109	757	757
110	384	384
111	641	641
112	183	183
113	73	73
114	971	971
115	317	317
116	613	613
117	814	814
118	438	438
119	161	161
120	706	706
121	365	365
122	704	704
123	22	22
124	338	338
125	766	766
126	692	692
127	185	185
128	600	600
129	342	342
130	592	592
131	311	311
132	970	970
133	633	633
134	1000	1000
135	109	109
136	827	827
137	890	890
138	265	265
139	372	372
140	345	345
141	998	998
142	660	660
143	555	555
144	825	825
145	383	383
146	933	933
147	370	370
148	812	812
149	902	902
150	99	99
151	39	39
152	947	947
153	179	179
154	568	568
155	507	507
156	676	676
157	727	727
158	65	65
159	271	271
160	498	498
161	284	284
162	856	856
163	510	510
164	441	441
165	489	489
166	527	527
167	726	726
168	956	956
169	502	502
170	493	493
171	684	684
172	298	298
173	776	776
174	58	58
175	682	682
176	384	384
177	291	291
178	834	834
179	6	6
180	545	545
181	44	44
182	38	38
183	873	873
184	302	302
185	744	744
186	756	756
187	970	970
188	91	91
189	553	553
190	76	76
191	754	754
192	986	986
193	536	536
194	362	362
195	24	24
196	339	339
197	538	538
198	377	377
199	313	313
200	289	289
201	181	181
202	487	487
203	722	722
204	662	662
205	142	142
206	764	764
207	14	14
208	878	878
209	47	47
210	262	262
211	463	463
212	68	68
213	782	782
214	25	25
215	451	451
216	616	616
217	328	328
218	332	332
219	285	285
220	616	616
221	867	867
222	948	948
223	943	943
224	613	613
225	641	641
226	800	800
227	986	986
228	934	934
229	424	424
230	880	880
231	839	839
232	136	136
233	595	595
234	952	952
235	149	149
236	358	358
237	110	110
238	917	917
239	253	253
240	863	863
241	363	363
242	101	101
243	971	971
244	151	151
245	982	982
246	902	902
247	448	448
248	571	571
249	757	757
250	733	733
251	558	558
252	592	592
253	123	123
254	242	242
255	522	522
256	720	720
257	152	152
258	524	524
259	580	580
260	593	593
261	470	470
262	708	708
263	156	156
264	221	221
265	410	410
266	784	784
267	420	420
268	499	499
269	379	379
270	772	772
271	673	673
272	317	317
273	576	576
274	688	688
275	257	257
276	808	808
277	969	969
278	569	569
279	463	463
280	794	794
281	660	660
282	163	163
283	832	832
284	255	255
285	452	452
286	227	227
287	794	794
288	35	35
289	484	484
290	700	700
291	903	903
292	962	962
293	389	389
294	204	204
295	611	611
296	100	100
297	2	2
298	588	588
299	2	2
300	10	10
301	549	549
302	54	54
303	444	444
304	958	958
305	957	957
306	405	405
307	521	521
308	402	402
309	541	541
310	251	251
311	60	60
312	273	273
313	578	578
314	39	39
315	761	761
316	626	626
317	781	781
318	34	34
319	319	319
320	628	628
321	486	486
322	563	563
323	365	365
324	390	390
325	938	938
326	176	176
327	780	780
328	617	617
329	268	268
330	22	22
331	48	48
332	394	394
333	747	747
334	374	374
335	843	843
336	924	924
337	283	283
338	504	504
339	488	488
340	478	478
341	857	857
342	626	626
343	280	280
344	117	117
345	861	861
346	695	695
347	828	828
348	604	604
349	241	241
350	880	880
351	711	711
352	819	819
353	6	6
354	139	139
355	504	504
356	652	652
357	24	24
358	658	658
359	500	500
360	99	99
361	773	773
362	516	516
363	847	847
364	109	109
365	256	256
366	99	99
367	904	904
368	817	817
369	761	761
370	513	513
371	500	500
372	390	390
373	21	21
374	348	348
375	105	105
376	418	418
377	970	970
378	323	323
379	624	624
380	66	66
381	152	152
382	806	806
383	590	590
384	777	777
385	479	479
386	701	701
387	453	453
388	445	445
389	894	894
390	791	791
391	388	388
392	18	18
393	86	86
394	619	619
395	366	366
396	181	181
397	181	181
398	342	342
399	787	787
400	808	808
401	166	166
402	817	817
403	230	230
404	767	767
405	984	984
406	44	44
407	848	848
408	304	304
409	521	521
410	301	301
411	98	98
412	761	761
413	212	212
414	294	294
415	698	698
416	733	733
417	194	194
418	164	164
419	766	766
420	988	988
421	141	141
422	615	615
423	184	184
424	835	835
425	200	200
426	206	206
427	222	222
428	787	787
429	510	510
430	198	198
431	846	846
432	402	402
433	123	123
434	737	737
435	1	1
436	351	351
437	404	404
438	675	675
439	797	797
440	701	701
441	50	50
442	754	754
443	562	562
444	319	319
445	977	977
446	864	864
447	510	510
448	200	200
449	855	855
450	192	192
451	11	11
452	562	562
453	412	412
454	26	26
455	482	482
456	804	804
457	269	269
458	342	342
459	402	402
460	763	763
461	416	416
462	21	21
463	638	638
464	222	222
465	161	161
466	834	834
467	256	256
468	780	780
469	861	861
470	778	778
471	204	204
472	418	418
473	856	856
474	442	442
475	869	869
476	905	905
477	801	801
478	549	549
479	173	173
480	794	794
481	939	939
482	420	420
483	139	139
484	782	782
485	183	183
486	310	310
487	893	893
488	706	706
489	122	122
490	949	949
491	961	961
492	662	662
493	670	670
494	100	100
495	874	874
496	513	513
497	304	304
498	716	716
499	785	785
500	217	217
501	429	429
502	48	48
503	330	330
504	244	244
505	7	7
506	980	980
507	704	704
508	185	185
509	237	237
510	494	494
511	430	430
512	384	384
513	37	37
514	396	396
515	49	49
516	139	139
517	14	14
518	565	565
519	45	45
520	717	717
521	984	984
522	800	800
523	378	378
524	804	804
525	219	219
526	482	482
527	716	716
528	652	652
529	508	508
530	507	507
531	976	976
532	867	867
533	878	878
534	498	498
535	138	138
536	179	179
537	666	666
538	454	454
539	472	472
540	682	682
541	820	820
542	933	933
543	421	421
544	114	114
545	815	815
546	215	215
547	130	130
548	793	793
549	280	280
550	516	516
551	26	26
552	741	741
553	223	223
554	533	533
555	201	201
556	842	842
557	188	188
558	919	919
559	391	391
560	789	789
561	57	57
562	161	161
563	366	366
564	884	884
565	779	779
566	899	899
567	850	850
568	827	827
569	222	222
570	642	642
571	941	941
572	483	483
573	317	317
574	194	194
575	439	439
576	712	712
577	464	464
578	775	775
579	997	997
580	51	51
581	730	730
582	948	948
583	527	527
584	647	647
585	55	55
586	761	761
587	235	235
588	802	802
589	596	596
590	962	962
591	756	756
592	538	538
593	735	735
594	244	244
595	370	370
596	471	471
597	304	304
598	908	908
599	851	851
600	219	219
601	935	935
602	187	187
603	763	763
604	631	631
605	20	20
606	869	869
607	260	260
608	50	50
609	93	93
610	222	222
611	713	713
612	261	261
613	409	409
614	648	648
615	362	362
616	248	248
617	716	716
618	499	499
619	536	536
620	527	527
621	906	906
622	860	860
623	690	690
624	367	367
625	900	900
626	985	985
627	882	882
628	694	694
629	818	818
630	926	926
631	550	550
632	811	811
633	721	721
634	911	911
635	42	42
636	990	990
637	295	295
638	281	281
639	670	670
640	643	643
641	839	839
642	375	375
643	910	910
644	469	469
645	256	256
646	752	752
647	868	868
648	589	589
649	839	839
650	10	10
651	273	273
652	140	140
653	944	944
654	805	805
655	400	400
656	257	257
657	540	540
658	132	132
659	540	540
660	979	979
661	774	774
662	463	463
663	36	36
664	724	724
665	248	248
666	113	113
667	101	101
668	101	101
669	564	564
670	867	867
671	751	751
672	145	145
673	560	560
674	765	765
675	180	180
676	600	600
677	325	325
678	257	257
679	741	741
680	335	335
681	193	193
682	891	891
683	494	494
684	179	179
685	559	559
686	87	87
687	379	379
688	863	863
689	34	34
690	207	207
691	41	41
692	814	814
693	120	120
694	792	792
695	60	60
696	378	378
697	926	926
698	830	830
699	234	234
700	79	79
701	844	844
702	7	7
