KP_50000_uncorrelated
capacity	12485179
nb_items	50000
item	value	weight
0	32	673
1	741	99
2	330	345
3	678	429
4	555	678
5	77	328
6	942	502
7	441	273
8	933	751
9	44	365
10	258	158
11	578	894
12	991	512
13	457	67
14	384	903
15	229	177
16	206	283
17	312	662
18	938	860
19	352	240
20	416	16
21	696	65
22	736	872
23	915	319
24	908	763
25	320	670
26	122	540
27	913	251
28	166	967
29	905	834
30	538	427
31	366	726
32	711	646
33	995	101
34	205	600
35	629	957
36	664	738
37	613	641
38	757	618
39	730	743
40	411	37
41	876	875
42	50	190
43	694	774
44	460	536
45	711	949
46	226	793
47	257	222
48	762	244
49	879	754
50	386	283
51	233	724
52	546	689
53	121	727
54	774	211
55	264	12
56	27	832
57	673	183
58	152	425
59	736	362
60	834	998
61	145	209
62	100	250
63	546	661
64	528	636
65	136	548
66	872	863
67	809	554
68	181	844
69	14	528
70	33	801
71	121	602
72	796	61
73	672	884
74	848	655
75	830	712
76	419	992
77	23	746
78	431	627
79	781	586
80	691	808
81	920	436
82	854	123
83	144	254
84	634	626
85	87	998
86	133	407
87	654	916
88	617	692
89	144	134
90	25	149
91	193	543
92	587	258
93	431	342
94	669	265
95	219	687
96	720	148
97	203	560
98	655	980
99	342	219
100	477	319
101	552	94
102	800	851
103	400	912
104	249	971
105	552	77
106	822	538
107	942	249
108	417	273
109	163	843
110	949	938
111	310	594
112	753	201
113	743	176
114	486	860
115	837	6
116	347	211
117	194	283
118	167	436
119	112	826
120	88	382
121	15	224
122	555	492
123	746	281
124	68	611
125	567	622
126	797	619
127	122	976
128	376	454
129	741	392
130	51	47
131	535	830
132	435	55
133	507	459
134	118	951
135	780	106
136	552	294
137	857	652
138	282	75
139	685	412
140	737	987
141	495	792
142	476	153
143	69	437
144	361	455
145	626	995
146	635	548
147	854	719
148	797	638
149	591	29
150	781	163
151	884	343
152	370	93
153	377	489
154	603	10
155	522	429
156	262	347
157	438	645
158	219	229
159	362	464
160	45	725
161	822	558
162	444	457
163	950	653
164	912	306
165	263	301
166	832	577
167	141	258
168	949	519
169	674	990
170	974	487
171	559	21
172	35	7
173	323	110
174	878	511
175	413	51
176	68	114
177	826	352
178	100	581
179	853	30
180	194	197
181	776	686
182	11	412
183	697	615
184	789	907
185	315	305
186	920	868
187	625	700
188	474	402
189	112	502
190	330	292
191	709	356
192	455	239
193	104	99
194	909	932
195	751	179
196	793	823
197	948	648
198	730	768
199	1000	649
200	70	104
201	986	955
202	273	118
203	312	334
204	393	948
205	183	749
206	847	590
207	162	514
208	317	202
209	557	30
210	959	740
211	432	515
212	776	575
213	347	128
214	967	967
215	928	372
216	925	656
217	973	476
218	461	285
219	966	480
220	538	622
221	321	203
222	686	931
223	985	689
224	723	385
225	294	741
226	345	108
227	210	91
228	425	293
229	89	934
230	337	124
231	787	577
232	336	883
233	120	597
234	323	810
235	656	163
236	362	595
237	276	786
238	102	833
239	722	415
240	55	276
241	111	928
242	237	118
243	989	469
244	802	196
245	603	32
246	797	845
247	57	850
248	862	376
249	812	737
250	58	118
251	719	484
252	19	979
253	793	981
254	575	802
255	238	314
256	769	955
257	920	764
258	23	514
259	459	908
260	112	767
261	160	265
262	920	610
263	436	262
264	694	915
265	34	467
266	235	829
267	905	234
268	768	6
269	886	12
270	82	69
271	999	410
272	560	959
273	605	206
274	779	33
275	879	816
276	27	38
277	938	999
278	326	211
279	330	96
280	816	104
281	557	896
282	65	98
283	798	640
284	693	866
285	52	442
286	374	554
287	865	928
288	331	557
289	322	939
290	852	334
291	700	803
292	404	45
293	126	194
294	953	969
295	746	828
296	954	324
297	689	31
298	944	491
299	77	737
300	687	665
301	786	907
302	127	780
303	425	493
304	552	561
305	283	201
306	937	924
307	388	523
308	119	506
309	978	979
310	468	804
311	553	137
312	590	823
313	689	66
314	35	555
315	463	602
316	78	3
317	507	917
318	213	922
319	478	836
320	732	656
321	639	356
322	276	8
323	48	837
324	993	15
325	883	923
326	32	76
327	245	181
328	438	787
329	543	562
330	649	292
331	706	600
332	858	786
333	317	983
334	897	485
335	385	33
336	465	221
337	873	559
338	400	835
339	253	866
340	516	443
341	530	181
342	494	676
343	334	928
344	921	242
345	347	949
346	992	762
347	304	989
348	358	119
349	822	992
350	839	174
351	428	502
352	26	62
353	696	706
354	3	802
355	479	938
356	623	729
357	288	922
358	672	944
359	706	499
360	991	473
361	774	939
362	671	890
363	246	28
364	6	591
365	671	183
366	731	375
367	99	71
368	509	253
369	417	855
370	359	378
371	809	194
372	851	577
373	428	813
374	245	165
375	756	812
376	113	713
377	112	949
378	251	894
379	114	766
380	864	290
381	208	520
382	282	757
383	521	228
384	348	372
385	593	754
386	773	527
387	536	722
388	136	548
389	914	818
390	30	87
391	759	288
392	522	320
393	32	371
394	814	735
395	110	852
396	299	741
397	931	224
398	213	960
399	285	481
400	494	149
401	298	753
402	659	736
403	574	838
404	272	943
405	131	491
406	827	17
407	348	293
408	360	842
409	472	428
410	65	132
411	181	691
412	371	218
413	449	929
414	861	623
415	907	64
416	379	376
417	192	454
418	784	256
419	308	293
420	818	470
421	631	668
422	648	11
423	241	551
424	850	541
425	14	880
426	495	202
427	216	666
428	862	666
429	123	745
430	981	962
431	956	222
432	745	203
433	902	699
434	192	144
435	912	60
436	83	590
437	493	720
438	117	596
439	276	427
440	194	717
441	623	647
442	185	230
443	366	382
444	559	780
445	740	152
446	962	716
447	884	88
448	353	212
449	328	43
450	784	784
451	91	266
452	906	236
453	574	996
454	380	196
455	346	288
456	988	562
457	164	955
458	674	429
459	293	185
460	528	427
461	376	836
462	221	409
463	210	948
464	124	885
465	196	740
466	978	63
467	492	92
468	130	485
469	750	309
470	915	764
471	479	16
472	315	340
473	514	972
474	924	622
475	161	687
476	457	926
477	229	925
478	998	936
479	52	328
480	151	460
481	453	44
482	994	872
483	48	90
484	954	88
485	924	380
486	884	951
487	915	741
488	630	723
489	181	881
490	73	5
491	674	590
492	397	698
493	737	944
494	83	884
495	589	234
496	988	868
497	651	422
498	399	561
499	485	733
500	86	601
501	415	115
502	357	133
503	106	935
504	498	16
505	605	291
506	877	156
507	719	98
508	755	349
509	878	78
510	813	782
511	410	990
512	340	235
513	773	168
514	684	578
515	852	980
516	86	552
517	183	485
518	24	609
519	578	18
520	94	264
521	88	611
522	748	653
523	334	540
524	452	495
525	775	963
526	234	682
527	20	534
528	677	199
529	205	514
530	633	216
531	939	699
532	124	543
533	643	322
534	634	317
535	532	19
536	95	362
537	442	269
538	202	166
539	185	10
540	389	630
541	420	563
542	377	741
543	595	665
544	767	609
545	451	606
546	53	422
547	975	640
548	650	633
549	215	663
550	509	116
551	361	629
552	291	815
553	446	202
554	59	906
555	426	592
556	935	91
557	228	197
558	457	21
559	243	270
560	397	207
561	610	208
562	483	183
563	676	943
564	299	385
565	546	435
566	869	271
567	176	859
568	455	798
569	338	108
570	562	237
571	848	572
572	988	664
573	691	872
574	564	189
575	671	959
576	18	459
577	767	853
578	658	790
579	393	417
580	682	449
581	710	894
582	646	922
583	495	70
584	474	968
585	669	780
586	17	250
587	126	945
588	872	65
589	668	67
590	537	301
591	675	200
592	346	622
593	720	637
594	30	622
595	843	297
596	213	807
597	969	510
598	772	895
599	123	329
600	455	330
601	90	3
602	512	555
603	763	38
604	950	737
605	907	122
606	416	639
607	261	613
608	819	921
609	194	599
610	444	356
611	115	245
612	923	818
613	888	800
614	694	49
615	58	620
616	816	156
617	720	675
618	655	218
619	721	602
620	25	254
621	315	252
622	896	427
623	166	299
624	859	417
625	708	939
626	467	693
627	538	884
628	66	703
629	965	697
630	188	741
631	495	7
632	291	557
633	873	3
634	98	446
635	626	888
636	254	757
637	68	771
638	605	957
639	107	747
640	28	67
641	271	556
642	224	90
643	496	738
644	40	778
645	657	634
646	480	971
647	59	689
648	751	830
649	94	985
650	4	184
651	682	35
652	107	393
653	572	728
654	453	174
655	106	371
656	36	614
657	246	798
658	539	763
659	588	315
660	75	582
661	290	518
662	968	101
663	198	718
664	545	708
665	840	719
666	280	620
667	103	101
668	879	901
669	650	453
670	438	701
671	69	483
672	171	102
673	415	915
674	688	863
675	174	994
676	257	30
677	119	561
678	444	142
679	466	787
680	658	314
681	564	451
682	183	404
683	687	230
684	209	985
685	466	69
686	333	26
687	302	242
688	110	477
689	108	358
690	367	996
691	604	965
692	119	551
693	312	19
694	159	569
695	349	327
696	158	689
697	881	663
698	750	370
699	107	292
700	594	532
701	234	794
702	831	828
703	235	426
704	265	153
705	494	750
706	802	749
707	349	450
708	113	352
709	554	688
710	644	121
711	884	44
712	568	296
713	23	512
714	395	589
715	256	906
716	518	569
717	690	495
718	853	272
719	124	850
720	145	516
721	972	799
722	243	100
723	216	469
724	954	803
725	346	177
726	636	753
727	856	416
728	401	31
729	931	69
730	960	332
731	482	652
732	491	2
733	709	933
734	863	844
735	850	548
736	323	942
737	662	544
738	59	384
739	832	785
740	911	591
741	166	642
742	437	539
743	602	578
744	688	820
745	555	952
746	857	733
747	730	672
748	275	192
749	258	454
750	435	156
751	869	20
752	407	443
753	606	752
754	646	35
755	211	739
756	525	666
757	75	40
758	808	218
759	351	943
760	617	753
761	684	478
762	156	760
763	155	926
764	673	41
765	684	727
766	640	94
767	72	913
768	579	161
769	650	23
770	145	631
771	654	397
772	954	940
773	773	846
774	356	504
775	213	36
776	938	301
777	292	628
778	778	365
779	535	266
780	166	391
781	125	980
782	159	578
783	623	292
784	153	544
785	345	233
786	406	131
787	912	10
788	328	76
789	846	543
790	109	615
791	854	995
792	370	206
793	719	871
794	994	250
795	47	96
796	338	825
797	269	617
798	651	226
799	520	779
800	687	452
801	725	676
802	727	343
803	673	612
804	39	203
805	53	323
806	513	860
807	632	162
808	4	72
809	842	901
810	985	261
811	888	131
812	317	698
813	579	297
