KP_20000_subset_sum
capacity	4973059
nb_items	20000
item	value	weight
0	340	340
1	320	320
2	522	522
3	408	408
4	96	96
5	518	518
6	620	620
7	869	869
8	161	161
9	167	167
10	217	217
11	331	331
12	681	681
13	960	960
14	58	58
15	992	992
16	14	14
17	268	268
18	367	367
19	668	668
20	573	573
21	694	694
22	445	445
23	94	94
24	81	81
25	135	135
26	536	536
27	698	698
28	333	333
29	107	107
30	630	630
31	401	401
32	231	231
33	694	694
34	256	256
35	214	214
36	378	378
37	551	551
38	613	613
39	337	337
40	555	555
41	364	364
42	225	225
43	1000	1000
44	827	827
45	482	482
46	210	210
47	364	364
48	111	111
49	276	276
50	193	193
51	854	854
52	340	340
53	118	118
54	169	169
55	140	140
56	913	913
57	837	837
58	400	400
59	97	97
60	137	137
61	805	805
62	402	402
63	295	295
64	764	764
65	203	203
66	452	452
67	635	635
68	450	450
69	674	674
70	165	165
71	884	884
72	15	15
73	960	960
74	287	287
75	747	747
76	470	470
77	693	693
78	810	810
79	986	986
80	865	865
81	380	380
82	865	865
83	976	976
84	534	534
85	366	366
86	523	523
87	704	704
88	893	893
89	701	701
90	23	23
91	513	513
92	368	368
93	66	66
94	763	763
95	124	124
96	994	994
97	998	998
98	72	72
99	360	360
100	757	757
101	238	238
102	268	268
103	940	940
104	548	548
105	173	173
106	463	463
107	617	617
108	820	820
109	832	832
110	751	751
111	440	440
112	313	313
113	731	731
114	455	455
115	685	685
116	371	371
117	462	462
118	840	840
119	99	99
120	722	722
121	227	227
122	818	818
123	877	877
124	462	462
125	93	93
126	509	509
127	389	389
128	472	472
129	236	236
130	879	879
131	971	971
132	691	691
133	160	160
134	238	238
135	754	754
136	827	827
137	822	822
138	951	951
139	702	702
140	745	745
141	231	231
142	714	714
143	622	622
144	191	191
145	277	277
146	648	648
147	455	455
148	621	621
149	871	871
150	477	477
151	280	280
152	503	503
153	804	804
154	784	784
155	26	26
156	402	402
157	476	476
158	466	466
159	691	691
160	42	42
161	643	643
162	731	731
163	488	488
164	155	155
165	307	307
166	599	599
167	614	614
168	613	613
169	71	71
170	191	191
171	751	751
172	177	177
173	194	194
174	101	101
175	510	510
176	717	717
177	672	672
178	495	495
179	623	623
180	392	392
181	656	656
182	195	195
183	923	923
184	946	946
185	965	965
186	889	889
187	664	664
188	806	806
189	35	35
190	610	610
191	477	477
192	746	746
193	709	709
194	390	390
195	785	785
196	445	445
197	512	512
198	408	408
199	631	631
200	501	501
201	401	401
202	620	620
203	771	771
204	90	90
205	354	354
206	477	477
207	19	19
208	399	399
209	968	968
210	857	857
211	806	806
212	897	897
213	164	164
214	59	59
215	680	680
216	248	248
217	593	593
218	596	596
219	480	480
220	439	439
221	315	315
222	460	460
223	13	13
224	487	487
225	49	49
226	502	502
227	770	770
228	981	981
229	555	555
230	920	920
231	466	466
232	901	901
233	561	561
234	992	992
235	493	493
236	672	672
237	839	839
238	279	279
239	162	162
240	739	739
241	467	467
242	404	404
243	275	275
244	768	768
245	14	14
246	206	206
247	131	131
248	489	489
249	751	751
250	927	927
251	261	261
252	424	424
253	775	775
254	676	676
255	7	7
256	97	97
257	64	64
258	345	345
259	607	607
260	240	240
261	623	623
262	368	368
263	73	73
264	999	999
265	616	616
266	938	938
267	787	787
268	507	507
269	602	602
270	916	916
271	165	165
272	838	838
273	366	366
274	181	181
275	162	162
276	751	751
277	973	973
278	63	63
279	362	362
280	23	23
281	192	192
282	664	664
283	366	366
284	763	763
285	999	999
286	789	789
287	745	745
288	768	768
289	94	94
290	796	796
291	776	776
292	268	268
293	660	660
294	937	937
295	801	801
296	677	677
297	477	477
298	391	391
299	984	984
300	483	483
