KP_100000_subset_sum
capacity	25076646
nb_items	100000
item	value	weight
0	943	943
1	21	21
2	103	103
3	642	642
4	964	964
5	101	101
6	970	970
7	327	327
8	157	157
9	736	736
10	929	929
11	164	164
12	554	554
13	286	286
14	409	409
15	826	826
16	475	475
17	497	497
18	297	297
19	100	100
20	357	357
21	588	588
22	239	239
23	605	605
24	372	372
25	265	265
26	374	374
27	375	375
28	712	712
29	917	917
30	735	735
31	794	794
32	350	350
33	136	136
34	453	453
35	767	767
36	676	676
37	249	249
38	532	532
39	735	735
40	106	106
41	901	901
42	197	197
43	738	738
44	546	546
45	414	414
46	391	391
47	931	931
48	232	232
49	359	359
50	39	39
51	161	161
52	301	301
53	560	560
54	312	312
55	912	912
56	67	67
57	406	406
58	329	329
59	397	397
60	492	492
61	769	769
62	204	204
63	988	988
64	452	452
65	870	870
66	506	506
67	506	506
68	694	694
69	59	59
70	914	914
71	44	44
72	514	514
73	405	405
74	913	913
75	183	183
76	194	194
77	359	359
78	681	681
79	400	400
80	589	589
81	224	224
82	344	344
83	973	973
84	790	790
85	861	861
86	596	596
87	615	615
88	128	128
89	557	557
90	889	889
91	84	84
92	458	458
93	174	174
94	34	34
95	11	11
96	189	189
97	931	931
98	782	782
99	155	155
100	296	296
101	764	764
102	153	153
103	775	775
104	764	764
105	331	331
106	676	676
107	335	335
108	974	974
109	278	278
110	423	423
111	636	636
112	158	158
113	116	116
114	303	303
115	121	121
116	176	176
117	912	912
118	295	295
119	756	756
120	497	497
121	875	875
122	943	943
123	739	739
124	552	552
125	127	127
126	147	147
127	239	239
128	635	635
129	166	166
130	267	267
131	295	295
132	62	62
133	469	469
134	424	424
135	517	517
136	791	791
137	787	787
138	708	708
139	823	823
140	748	748
141	564	564
142	998	998
143	187	187
144	108	108
145	867	867
146	806	806
147	415	415
148	35	35
149	642	642
150	27	27
151	597	597
152	101	101
153	464	464
154	698	698
155	321	321
156	2	2
157	715	715
158	945	945
159	408	408
160	937	937
161	869	869
162	496	496
163	203	203
164	507	507
165	411	411
166	14	14
167	515	515
168	729	729
169	208	208
170	819	819
171	75	75
172	255	255
173	224	224
174	578	578
175	980	980
176	520	520
177	422	422
178	218	218
179	625	625
180	426	426
181	598	598
182	462	462
183	429	429
184	738	738
185	81	81
186	423	423
187	446	446
188	836	836
189	755	755
190	302	302
191	668	668
192	287	287
193	89	89
194	286	286
195	160	160
196	35	35
197	548	548
198	517	517
199	204	204
200	497	497
201	812	812
202	618	618
203	413	413
204	12	12
205	822	822
206	162	162
207	529	529
208	578	578
209	688	688
210	232	232
211	455	455
212	382	382
213	416	416
214	816	816
215	761	761
216	145	145
217	765	765
218	19	19
219	997	997
220	184	184
221	370	370
222	27	27
