KP_100_uncorrelated
capacity	23450
nb_items	100
item	value	weight
0	257	602
1	714	920
2	549	794
3	588	77
4	796	245
5	913	448
6	512	374
7	999	344
8	199	884
9	46	457
10	944	643
11	949	413
12	221	84
13	826	304
14	4	672
15	488	764
16	523	769
17	493	297
18	949	49
19	262	10
20	554	780
21	981	663
22	24	474
23	736	922
24	67	545
25	557	861
26	159	449
27	277	150
28	837	200
29	278	905
30	804	644
31	574	688
32	644	483
33	637	42
34	207	107
35	674	507
36	630	97
37	140	849
38	214	243
39	162	194
40	935	475
41	43	442
42	624	46
43	448	979
44	659	270
45	137	682
46	511	314
47	388	883
48	233	983
49	834	279
50	25	10
51	418	719
52	906	767
53	943	256
54	873	505
55	946	242
56	657	513
57	982	423
58	758	886
59	200	740
60	332	199
61	47	158
62	960	10
63	854	94
64	498	731
65	375	109
66	468	114
67	864	556
68	756	758
69	871	453
70	310	241
71	886	650
72	668	67
73	288	525
74	584	78
75	581	832
76	10	691
77	683	287
78	534	367
79	899	87
80	912	389
81	469	170
82	637	48
83	382	953
84	323	552
85	921	42
86	337	857
87	15	4
88	300	540
89	592	447
90	344	960
91	444	46
92	396	227
93	62	503
94	350	539
95	670	545
96	678	816
97	168	994
98	904	963
99	723	931
