KP_100_strongly_correlated
capacity	23519
nb_items	100
item	value	weight
0	922	912
1	447	437
2	469	459
3	381	371
4	79	69
5	717	707
6	751	741
7	433	423
8	159	149
9	40	30
10	692	682
11	194	184
12	961	951
13	576	566
14	628	618
15	413	403
16	774	764
17	839	829
18	222	212
19	643	633
20	12	2
21	526	516
22	959	949
23	819	809
24	115	105
25	808	798
26	618	608
27	804	794
28	689	679
29	631	621
30	219	209
31	167	157
32	462	452
33	547	537
34	231	221
35	638	628
36	826	816
37	224	214
38	198	188
39	964	954
40	324	314
41	968	958
42	192	182
43	79	69
44	962	952
45	344	334
46	1000	990
47	781	771
48	291	281
49	346	336
50	453	443
51	288	278
52	71	61
53	934	924
54	128	118
55	43	33
56	470	460
57	957	947
58	170	160
59	918	908
60	355	345
61	201	191
62	877	867
63	741	731
64	92	82
65	748	738
66	253	243
67	745	735
68	33	23
69	502	492
70	65	55
71	246	236
72	91	81
73	153	143
74	548	538
75	690	680
76	712	702
77	867	857
78	56	46
79	216	206
80	703	693
81	844	834
82	490	480
83	247	237
84	154	144
85	724	714
86	374	364
87	588	578
88	271	261
89	327	317
90	380	370
91	903	893
92	799	789
93	109	99
94	548	538
95	402	392
96	110	100
97	803	793
98	296	286
99	259	249
