KP_100000_weakly_correlated
capacity	25012108
nb_items	100000
item	value	weight
0	446	362
1	460	502
2	597	545
3	292	366
4	542	630
5	310	239
6	825	908
7	602	613
8	97	18
9	734	725
10	231	203
11	824	807
12	930	962
13	829	909
14	306	280
15	425	396
16	34	12
17	495	574
18	261	349
19	123	178
20	282	349
21	736	722
22	794	782
23	623	596
24	393	303
25	291	215
26	642	584
27	141	51
28	930	838
29	667	605
30	504	507
31	835	774
32	800	888
33	795	877
34	641	664
35	54	10
36	952	925
37	735	810
38	770	730
39	329	426
40	774	769
41	536	553
42	144	202
43	898	841
44	390	297
45	829	858
46	258	184
47	716	795
48	306	342
49	444	379
50	432	382
51	974	983
52	859	761
53	864	839
54	276	372
55	610	705
56	544	502
57	515	603
58	826	805
59	568	645
60	925	840
61	885	917
62	431	335
63	745	690
64	364	426
65	67	94
66	652	700
67	983	938
68	369	320
69	30	89
70	546	531
71	421	518
72	103	124
73	63	70
74	128	150
75	581	659
76	447	513
77	614	567
78	34	90
79	170	145
80	169	259
81	34	11
82	134	138
83	580	618
84	250	322
85	120	34
86	884	843
87	103	15
88	744	762
89	359	317
90	603	676
91	1017	992
92	28	13
93	955	953
94	386	439
95	860	878
96	401	363
97	805	901
98	879	783
99	288	386
100	514	590
101	852	924
102	381	478
103	863	890
104	542	533
105	100	55
106	126	136
107	1006	913
108	22	104
109	933	917
110	273	181
111	89	135
112	1095	996
113	519	564
114	341	407
115	1043	954
116	212	171
117	594	676
118	364	324
119	613	540
120	621	644
121	688	781
122	672	720
123	55	92
124	813	763
125	670	609
126	676	640
127	170	270
128	210	271
129	227	197
130	969	890
131	118	146
132	621	593
133	727	666
134	55	20
135	945	871
136	944	981
137	556	533
138	190	197
139	248	158
140	127	33
141	85	86
142	142	206
143	767	812
144	626	620
145	68	13
146	459	457
147	589	509
148	144	142
149	322	273
150	30	94
151	311	352
152	78	33
153	5	59
154	220	170
155	952	896
156	228	210
157	917	861
158	404	309
159	209	170
160	955	911
161	950	894
162	639	696
163	650	619
164	326	388
165	510	489
166	131	225
167	742	826
168	398	434
169	729	688
170	910	892
171	461	484
172	211	144
173	723	712
174	9	9
175	583	652
176	145	132
177	796	876
178	783	883
179	36	102
180	671	745
181	183	140
182	935	980
183	758	666
184	688	592
185	408	400
186	396	383
187	376	458
188	616	673
189	1017	924
190	690	618
191	186	96
192	466	538
193	882	873
194	951	977
195	984	895
196	880	932
197	399	453
198	350	276
199	375	452
200	257	304
201	239	237
202	453	389
203	528	455
204	927	943
205	273	355
206	878	953
207	263	180
208	490	522
209	501	438
210	289	355
211	733	664
212	80	166
213	885	792
214	705	777
215	759	668
216	121	54
217	76	48
218	429	430
219	100	64
220	213	233
221	195	129
222	554	454
223	796	872
224	33	44
225	171	218
226	709	682
227	367	365
228	579	598
229	479	412
230	230	142
231	957	976
232	598	666
233	577	543
234	893	853
235	542	460
236	878	801
237	932	903
238	797	829
239	931	903
240	106	10
241	557	559
242	158	90
243	580	537
244	571	608
245	405	429
246	410	417
247	134	152
248	293	237
249	446	403
250	454	521
251	540	531
252	153	170
253	247	232
254	27	48
255	766	667
256	822	722
257	964	939
258	373	431
259	963	916
260	66	3
261	701	751
262	950	938
263	89	160
264	515	557
265	287	219
266	422	386
267	686	676
268	249	271
269	391	412
270	149	116
271	7	60
272	972	927
273	8	17
274	149	54
275	437	451
276	436	388
277	366	328
278	519	494
279	706	671
280	222	144
281	601	561
282	133	75
283	134	75
284	418	323
285	495	406
286	141	227
287	896	919
288	818	723
289	766	863
290	1040	942
291	489	571
292	867	874
293	282	258
294	526	478
295	186	239
296	1009	966
297	447	535
298	387	476
299	973	979
300	459	485
301	833	919
302	657	633
303	941	915
304	653	663
305	230	245
306	119	83
307	67	88
308	915	844
309	693	790
310	606	646
311	305	398
312	9	27
313	279	230
314	876	776
315	812	845
316	509	425
317	53	83
318	344	325
319	499	472
320	609	535
321	293	297
322	384	476
323	63	76
324	398	433
325	707	710
326	218	144
327	72	89
328	810	770
329	859	805
330	493	489
331	481	391
332	49	2
333	101	106
334	594	572
335	459	463
336	728	636
337	307	402
338	309	284
339	797	838
340	726	673
341	367	305
342	331	273
343	861	833
344	413	365
345	257	305
346	312	346
347	199	260
348	450	429
349	356	327
350	544	464
351	530	585
352	550	573
353	529	612
354	593	655
355	399	384
356	17	47
357	225	156
358	487	510
359	969	983
360	331	260
361	376	298
362	286	291
363	1032	960
364	742	697
365	769	786
366	63	64
367	66	125
368	522	613
369	990	979
370	604	585
371	629	662
372	551	451
373	29	30
374	986	899
375	762	720
376	421	346
377	160	139
378	801	737
379	710	789
380	1035	987
381	773	806
382	9	3
383	294	277
384	240	232
385	159	112
386	707	653
387	322	274
388	969	938
389	200	266
390	193	102
391	61	113
392	209	154
393	446	445
394	285	301
395	662	729
396	599	622
397	674	768
398	242	186
399	453	505
400	592	656
401	471	495
402	97	45
403	380	470
404	222	287
405	153	189
406	203	176
407	572	660
408	57	19
409	704	621
410	311	273
411	816	912
412	519	526
413	458	543
414	418	351
415	131	223
416	216	121
417	809	863
418	252	352
419	92	73
420	752	693
421	120	69
422	458	375
423	764	722
424	49	44
425	853	803
426	787	815
427	11	64
428	975	939
429	929	915
430	116	179
431	865	900
432	831	866
433	410	416
434	178	168
435	830	816
436	836	781
437	160	149
438	453	491
439	298	201
440	973	902
441	607	694
442	988	986
443	368	381
444	385	339
445	164	249
446	364	296
447	660	587
448	697	641
449	720	806
450	64	8
451	443	407
452	797	726
453	133	107
454	19	76
455	729	663
456	1017	945
457	312	281
458	91	6
459	635	618
460	323	266
461	929	882
462	330	429
463	639	572
464	246	264
465	781	732
466	96	14
467	324	384
468	354	316
469	472	455
470	782	753
471	712	741
472	397	323
473	451	360
474	691	660
475	105	80
476	722	652
