KP_20000_uncorrelated
capacity	5049232
nb_items	20000
item	value	weight
0	425	265
1	367	349
2	380	787
3	597	837
4	373	34
5	928	786
6	749	251
7	143	931
8	426	719
9	343	162
10	574	158
11	188	786
12	432	180
13	741	736
14	101	803
15	725	51
16	513	233
17	724	161
18	8	646
19	850	925
20	315	271
21	162	101
22	934	978
23	301	304
24	707	878
25	597	102
26	492	331
27	529	168
28	794	587
29	226	227
30	866	521
31	628	19
32	814	528
33	649	88
34	69	925
35	39	563
36	891	787
37	859	566
38	648	613
39	193	728
40	67	822
41	623	220
42	730	991
43	861	764
44	236	843
45	441	747
46	355	673
47	595	1000
48	452	227
49	929	56
50	109	922
51	787	952
52	889	903
53	97	460
54	77	399
55	834	648
56	424	755
57	739	193
58	76	864
59	337	216
60	970	264
61	161	626
62	220	43
63	280	1000
64	786	414
65	559	836
66	451	587
67	600	108
68	206	653
69	153	2
70	520	482
71	149	691
72	691	798
73	773	998
74	148	698
75	403	712
76	13	607
77	853	937
78	237	173
79	457	315
80	725	919
81	776	943
82	434	231
83	682	769
84	699	316
85	873	108
86	562	130
87	287	66
88	447	100
89	281	956
90	245	935
91	725	284
92	540	306
93	492	590
94	869	26
95	874	214
96	600	40
97	15	423
98	178	814
99	190	143
100	418	207
101	302	942
102	115	503
103	462	171
104	772	52
105	57	859
106	995	543
107	178	231
108	396	963
109	881	886
110	409	757
111	106	909
112	715	553
113	40	24
114	976	226
115	867	272
116	49	493
117	37	940
118	667	928
119	322	633
120	860	956
121	841	819
122	593	170
123	695	126
124	976	985
125	646	740
126	39	705
127	75	669
128	436	441
129	609	634
130	623	180
131	854	428
132	168	226
133	340	473
134	132	503
135	665	617
136	197	375
137	726	335
138	293	918
139	621	960
140	273	273
141	557	69
142	192	503
143	972	852
144	645	852
145	324	150
146	281	80
147	508	719
148	566	852
149	444	689
150	37	876
151	579	875
152	590	85
153	591	749
154	254	536
155	779	152
156	181	521
157	760	414
158	722	681
159	309	459
160	635	65
161	185	372
162	704	909
163	734	574
164	107	710
165	765	41
166	450	247
167	989	641
168	347	784
169	898	24
170	735	288
171	849	990
172	416	473
173	420	51
174	709	175
175	836	771
176	445	574
177	626	515
178	703	604
179	462	3
180	853	323
181	804	368
182	754	196
183	354	921
184	557	760
185	28	192
186	560	379
187	676	967
188	792	449
189	196	940
190	676	702
191	580	740
192	208	707
193	45	99
194	378	697
195	784	924
196	55	739
197	45	202
198	302	413
199	871	658
200	750	48
201	519	868
202	767	522
203	250	570
204	294	299
205	833	733
206	394	998
207	267	755
208	940	745
209	374	380
210	624	906
211	986	961
212	463	444
213	924	542
214	603	870
215	409	926
216	855	256
217	767	349
218	940	233
219	937	466
220	639	949
221	377	702
222	544	646
223	868	242
224	945	543
225	314	95
226	198	491
227	272	983
228	686	936
229	56	508
230	265	221
231	570	605
232	87	975
233	769	766
234	322	303
235	480	709
236	774	732
237	15	589
238	251	667
239	642	710
240	357	584
241	506	35
242	302	633
243	864	330
244	694	505
245	724	408
246	106	263
247	414	687
248	607	39
