KP_1000_subset_sum
capacity	251561
nb_items	1000
item	value	weight
0	770	770
1	577	577
2	245	245
3	98	98
4	986	986
5	597	597
6	795	795
7	761	761
8	484	484
9	518	518
10	574	574
11	993	993
12	729	729
13	613	613
14	802	802
15	743	743
16	655	655
17	733	733
18	966	966
19	828	828
20	902	902
21	800	800
22	800	800
23	658	658
24	957	957
25	49	49
26	752	752
27	738	738
28	388	388
29	473	473
30	973	973
31	850	850
32	109	109
33	102	102
34	934	934
35	19	19
36	201	201
37	759	759
38	130	130
39	383	383
40	893	893
41	198	198
42	243	243
43	84	84
44	298	298
45	600	600
46	180	180
47	77	77
48	89	89
49	514	514
50	889	889
51	783	783
52	482	482
53	307	307
54	10	10
55	6	6
56	728	728
57	482	482
58	422	422
59	636	636
60	479	479
61	486	486
62	816	816
63	589	589
64	669	669
65	420	420
66	282	282
67	460	460
68	880	880
69	928	928
70	368	368
71	50	50
72	587	587
73	369	369
74	582	582
75	452	452
76	862	862
77	248	248
78	992	992
79	530	530
80	241	241
81	875	875
82	68	68
83	731	731
84	856	856
85	298	298
86	195	195
87	701	701
88	691	691
89	341	341
90	108	108
91	135	135
92	84	84
93	62	62
94	647	647
95	2	2
96	981	981
97	946	946
98	262	262
99	226	226
100	783	783
101	585	585
102	187	187
103	346	346
104	423	423
105	671	671
106	493	493
107	71	71
108	539	539
109	733	733
110	177	177
111	33	33
112	816	816
113	101	101
114	906	906
115	158	158
116	760	760
117	956	956
118	268	268
119	872	872
120	658	658
121	686	686
122	827	827
123	575	575
124	688	688
125	902	902
126	619	619
127	280	280
128	334	334
129	341	341
130	483	483
131	384	384
132	398	398
133	192	192
134	44	44
135	97	97
136	407	407
137	566	566
138	853	853
139	334	334
140	865	865
141	703	703
142	778	778
143	246	246
144	142	142
145	989	989
146	731	731
147	621	621
148	27	27
149	657	657
150	225	225
151	1000	1000
152	817	817
153	240	240
154	879	879
155	945	945
156	490	490
157	443	443
158	915	915
159	267	267
160	656	656
161	816	816
162	44	44
163	512	512
164	50	50
165	228	228
166	115	115
167	813	813
168	319	319
169	166	166
170	883	883
171	648	648
172	578	578
173	713	713
174	225	225
175	885	885
176	808	808
177	254	254
178	892	892
179	798	798
180	755	755
181	593	593
182	283	283
183	62	62
184	303	303
185	49	49
186	693	693
187	358	358
188	498	498
189	669	669
190	968	968
191	847	847
192	288	288
193	546	546
194	396	396
195	390	390
196	730	730
197	572	572
198	539	539
199	159	159
200	506	506
201	915	915
202	675	675
203	384	384
204	131	131
205	758	758
206	927	927
207	680	680
208	46	46
209	428	428
210	760	760
211	858	858
212	996	996
213	165	165
214	353	353
215	430	430
216	288	288
217	11	11
218	866	866
219	717	717
220	672	672
221	910	910
222	652	652
223	494	494
224	308	308
225	753	753
226	727	727
227	238	238
228	880	880
229	56	56
230	676	676
231	245	245
232	510	510
233	709	709
234	799	799
235	242	242
236	272	272
237	301	301
238	749	749
239	744	744
240	203	203
241	697	697
242	528	528
243	387	387
244	530	530
245	661	661
246	151	151
247	256	256
248	226	226
249	862	862
250	578	578
251	565	565
252	747	747
253	992	992
254	73	73
255	359	359
256	257	257
257	385	385
258	390	390
259	811	811
260	515	515
261	178	178
262	834	834
263	600	600
264	70	70
265	854	854
266	595	595
267	492	492
268	925	925
269	103	103
270	405	405
271	857	857
272	191	191
273	404	404
274	178	178
275	531	531
276	615	615
277	422	422
278	703	703
279	291	291
280	328	328
281	295	295
282	14	14
283	230	230
284	235	235
285	330	330
286	991	991
287	943	943
288	703	703
289	466	466
290	112	112
291	355	355
292	187	187
293	708	708
294	745	745
295	204	204
296	372	372
297	472	472
298	700	700
299	604	604
300	374	374
301	33	33
302	718	718
303	346	346
304	411	411
305	925	925
306	793	793
307	130	130
308	56	56
309	160	160
310	738	738
311	996	996
312	703	703
313	604	604
314	888	888
315	475	475
316	877	877
317	301	301
318	712	712
319	285	285
320	883	883
321	507	507
322	549	549
323	11	11
324	341	341
325	163	163
326	98	98
327	415	415
328	736	736
329	831	831
330	723	723
331	997	997
332	131	131
333	898	898
334	706	706
335	265	265
336	703	703
337	143	143
338	321	321
339	308	308
340	487	487
341	561	561
342	5	5
343	671	671
344	72	72
345	450	450
346	110	110
347	61	61
348	924	924
349	121	121
350	95	95
351	556	556
352	379	379
353	84	84
354	382	382
355	656	656
356	743	743
357	635	635
358	866	866
359	745	745
360	857	857
361	998	998
362	613	613
363	745	745
364	653	653
365	109	109
366	278	278
367	206	206
368	619	619
369	938	938
370	216	216
371	803	803
372	617	617
373	270	270
374	934	934
375	11	11
376	770	770
377	869	869
378	211	211
379	751	751
380	228	228
381	9	9
382	767	767
383	909	909
384	899	899
385	130	130
386	500	500
387	77	77
388	478	478
389	108	108
390	275	275
391	448	448
392	473	473
393	455	455
394	49	49
395	590	590
396	288	288
397	823	823
398	893	893
399	966	966
400	770	770
401	770	770
402	596	596
403	498	498
404	195	195
405	574	574
406	350	350
407	376	376
408	20	20
409	416	416
410	470	470
411	946	946
412	86	86
413	162	162
414	463	463
415	50	50
416	46	46
417	552	552
418	438	438
419	624	624
420	92	92
421	988	988
422	142	142
423	76	76
424	299	299
425	82	82
426	911	911
427	126	126
428	331	331
429	109	109
430	14	14
431	352	352
432	704	704
433	571	571
434	549	549
435	535	535
436	969	969
437	313	313
438	676	676
439	134	134
440	884	884
441	844	844
442	796	796
443	556	556
444	712	712
445	206	206
446	367	367
447	909	909
448	779	779
449	55	55
450	473	473
451	662	662
452	772	772
453	775	775
454	41	41
455	460	460
456	714	714
457	427	427
458	17	17
459	444	444
460	377	377
461	983	983
462	592	592
463	101	101
464	979	979
465	621	621
466	606	606
467	743	743
468	921	921
469	483	483
470	971	971
471	256	256
472	987	987
473	878	878
474	123	123
475	462	462
476	667	667
477	786	786
478	900	900
479	777	777
480	627	627
481	328	328
482	296	296
483	29	29
484	939	939
485	469	469
486	915	915
487	52	52
488	536	536
489	887	887
490	417	417
491	803	803
492	479	479
493	86	86
494	377	377
495	725	725
496	857	857
497	677	677
498	393	393
499	553	553
500	777	777
501	931	931
502	688	688
503	228	228
504	335	335
505	42	42
506	806	806
507	247	247
508	706	706
509	188	188
510	464	464
511	901	901
512	705	705
513	361	361
514	340	340
515	392	392
516	564	564
517	849	849
518	790	790
519	671	671
520	691	691
521	14	14
522	835	835
523	899	899
524	229	229
525	110	110
526	624	624
527	388	388
528	689	689
529	235	235
530	419	419
531	868	868
532	37	37
533	489	489
