KP_10000_subset_sum
capacity	2504840
nb_items	10000
item	value	weight
0	37	37
1	837	837
2	473	473
3	407	407
4	133	133
5	409	409
6	233	233
7	667	667
8	642	642
9	339	339
10	524	524
11	837	837
12	440	440
13	243	243
14	770	770
15	655	655
16	545	545
17	39	39
18	902	902
19	298	298
20	242	242
21	16	16
22	302	302
23	31	31
24	313	313
25	214	214
26	510	510
27	749	749
28	133	133
29	198	198
30	429	429
31	74	74
32	244	244
33	565	565
34	888	888
35	264	264
36	435	435
37	654	654
38	330	330
39	913	913
40	991	991
41	9	9
42	902	902
43	692	692
44	838	838
45	129	129
46	23	23
47	256	256
48	123	123
49	658	658
50	445	445
51	255	255
52	563	563
53	799	799
54	522	522
55	416	416
56	839	839
57	86	86
58	861	861
59	894	894
60	591	591
61	527	527
62	798	798
63	434	434
64	590	590
65	299	299
66	617	617
67	24	24
68	577	577
69	753	753
70	867	867
71	235	235
72	551	551
73	213	213
74	898	898
75	340	340
76	345	345
77	18	18
78	698	698
79	736	736
80	713	713
81	1000	1000
82	632	632
83	350	350
84	619	619
85	493	493
86	961	961
87	366	366
88	998	998
89	419	419
90	730	730
91	326	326
92	816	816
93	128	128
94	271	271
95	21	21
96	29	29
97	82	82
98	925	925
99	469	469
100	676	676
101	170	170
102	366	366
103	838	838
104	583	583
105	876	876
106	721	721
107	806	806
108	224	224
109	590	590
110	160	160
111	180	180
112	735	735
113	403	403
114	153	153
115	413	413
116	851	851
117	863	863
118	225	225
119	367	367
120	22	22
121	6	6
122	638	638
123	786	786
124	580	580
125	706	706
126	885	885
127	28	28
128	507	507
129	662	662
130	260	260
131	575	575
132	365	365
133	875	875
134	254	254
135	954	954
136	274	274
137	641	641
138	798	798
139	491	491
140	395	395
141	693	693
142	301	301
143	925	925
144	955	955
145	56	56
146	176	176
147	347	347
148	38	38
149	587	587
150	250	250
151	379	379
152	692	692
153	68	68
154	81	81
155	477	477
156	616	616
157	898	898
158	489	489
159	91	91
160	523	523
161	689	689
162	681	681
163	854	854
164	677	677
165	226	226
166	77	77
167	220	220
168	658	658
169	153	153
170	76	76
171	735	735
172	991	991
173	33	33
174	858	858
175	184	184
176	144	144
177	604	604
178	885	885
179	713	713
180	128	128
181	757	757
182	837	837
183	684	684
184	570	570
185	814	814
186	862	862
187	188	188
188	828	828
189	385	385
190	631	631
191	819	819
192	126	126
193	159	159
194	744	744
195	878	878
196	334	334
197	924	924
198	258	258
199	531	531
200	529	529
201	102	102
202	883	883
203	377	377
204	68	68
205	823	823
206	786	786
207	621	621
208	302	302
209	941	941
210	465	465
211	366	366
212	766	766
213	174	174
214	80	80
215	715	715
216	128	128
217	479	479
218	297	297
219	230	230
220	81	81
221	711	711
222	809	809
223	147	147
224	576	576
225	119	119
226	586	586
227	316	316
228	738	738
229	938	938
230	319	319
231	373	373
232	569	569
233	655	655
234	595	595
235	383	383
236	34	34
237	751	751
238	932	932
239	101	101
240	534	534
241	20	20
242	159	159
243	827	827
244	811	811
245	220	220
246	277	277
247	248	248
248	61	61
249	83	83
250	781	781
251	963	963
252	175	175
253	805	805
254	497	497
255	428	428
256	411	411
257	661	661
258	136	136
259	269	269
260	257	257
261	160	160
262	636	636
263	73	73
264	346	346
265	175	175
266	316	316
267	475	475
268	209	209
269	779	779
270	670	670
271	729	729
272	484	484
273	103	103
274	82	82
275	716	716
276	455	455
277	17	17
278	210	210
279	347	347
280	285	285
281	10	10
282	902	902
283	890	890
284	602	602
285	944	944
286	38	38
287	515	515
288	328	328
289	792	792
290	995	995
291	284	284
292	514	514
293	916	916
294	22	22
295	383	383
296	509	509
297	512	512
298	797	797
299	345	345
300	467	467
301	639	639
302	512	512
303	345	345
304	241	241
305	138	138
306	281	281
307	676	676
308	872	872
309	184	184
310	748	748
311	845	845
312	870	870
313	828	828
314	304	304
315	786	786
316	383	383
317	498	498
318	998	998
319	975	975
320	525	525
321	918	918
322	784	784
323	332	332
324	680	680
325	278	278
326	397	397
327	916	916
328	650	650
329	671	671
330	872	872
331	751	751
332	705	705
333	195	195
334	517	517
335	550	550
336	870	870
337	473	473
338	15	15
339	235	235
340	24	24
341	575	575
342	714	714
343	718	718
344	736	736
345	650	650
346	519	519
347	762	762
348	249	249
349	900	900
350	16	16
351	567	567
352	369	369
353	106	106
354	519	519
355	770	770
356	480	480
357	359	359
358	890	890
359	18	18
360	563	563
361	22	22
362	110	110
363	312	312
364	186	186
365	476	476
366	574	574
367	366	366
368	954	954
369	515	515
370	589	589
371	424	424
372	877	877
373	750	750
374	883	883
375	366	366
376	602	602
377	17	17
378	214	214
379	642	642
380	575	575
381	489	489
382	62	62
383	664	664
384	466	466
385	193	193
386	424	424
387	481	481
388	784	784
389	301	301
390	645	645
391	499	499
392	801	801
393	222	222
394	920	920
395	592	592
396	265	265
397	43	43
398	108	108
399	887	887
400	37	37
401	910	910
402	262	262
403	681	681
404	997	997
405	998	998
406	961	961
407	559	559
408	729	729
409	563	563
410	972	972
411	204	204
412	85	85
413	940	940
414	69	69
415	288	288
416	767	767
417	96	96
418	55	55
419	830	830
420	987	987
421	812	812
422	293	293
