KP_1000_weakly_correlated
capacity	245929
nb_items	1000
item	value	weight
0	34	123
1	713	722
2	912	849
3	647	578
4	695	716
5	1009	955
6	500	565
7	824	775
8	853	952
9	639	726
10	443	373
11	449	403
12	514	464
13	788	876
14	914	878
15	1052	993
16	886	820
17	753	765
18	551	586
19	806	739
20	697	735
21	788	729
22	843	752
23	675	720
24	294	245
25	116	91
26	94	143
27	195	188
28	831	920
29	906	884
30	576	640
31	457	547
32	563	623
33	339	414
34	120	143
35	499	557
36	938	952
37	478	521
38	862	776
39	382	323
40	185	239
41	580	562
42	904	924
43	467	503
44	159	132
45	547	580
46	665	759
47	1022	968
48	348	257
49	642	653
50	456	401
51	92	131
52	108	113
53	144	244
54	932	832
55	742	670
56	800	786
57	146	64
58	727	759
59	307	311
60	48	51
61	709	768
62	49	27
63	179	179
64	755	790
65	75	155
66	330	245
67	150	52
68	31	86
69	466	497
70	1075	998
71	374	293
72	106	129
73	387	358
74	442	475
75	767	692
76	55	97
77	24	46
78	762	751
79	962	940
80	585	681
81	855	757
82	615	642
83	361	368
84	370	294
85	423	388
86	617	528
87	329	372
88	784	799
89	415	333
90	562	476
91	486	436
92	999	973
93	988	953
94	201	189
95	131	76
96	750	664
97	276	366
98	424	365
99	561	584
100	486	568
101	373	446
102	640	599
103	1	82
104	582	487
105	308	353
106	281	227
107	565	581
108	967	985
109	412	388
110	833	787
111	639	659
112	913	870
113	92	177
114	206	166
115	155	180
116	1012	1000
117	936	990
118	90	80
119	621	717
120	468	438
121	81	58
122	980	918
123	170	197
124	139	154
125	853	765
126	701	673
127	637	645
128	427	390
129	1002	976
130	310	301
131	79	45
132	380	378
133	627	529
134	1085	986
135	35	87
136	517	437
137	896	987
138	204	129
139	531	530
140	753	731
141	933	897
142	996	948
143	351	420
144	372	399
145	651	689
146	113	51
147	989	988
148	163	241
149	115	49
150	1055	994
151	506	565
152	147	62
153	948	951
154	76	132
155	38	19
156	668	709
157	613	559
158	218	142
159	595	570
160	342	274
161	366	456
162	734	786
163	752	733
164	127	224
165	135	82
166	229	252
167	188	92
168	22	1
169	743	649
170	302	210
171	131	79
172	587	606
173	133	40
174	585	673
175	699	609
176	537	546
177	600	525
178	685	667
179	471	541
180	898	940
181	704	607
182	774	819
183	344	317
184	141	95
185	377	286
186	512	524
187	518	568
188	953	958
189	660	621
190	629	643
191	182	278
192	250	323
193	601	519
194	683	599
195	372	393
196	286	272
197	35	48
198	773	848
199	231	321
200	192	277
201	312	379
202	847	812
203	334	344
204	412	356
205	688	696
206	581	551
207	489	431
208	124	180
209	472	485
210	839	935
211	567	474
212	159	163
213	888	867
214	580	650
215	563	492
216	597	672
217	604	559
218	146	79
219	535	611
220	536	460
221	998	911
222	759	821
223	95	177
224	18	96
225	965	976
226	260	217
227	217	296
228	840	932
229	731	732
230	929	872
231	122	62
232	84	62
233	27	39
234	84	93
235	201	265
236	799	876
237	799	699
238	561	462
239	657	649
240	265	206
241	999	963
242	545	459
243	941	911
244	659	723
245	413	338
246	112	18
247	718	727
248	431	366
249	511	444
250	731	744
251	539	458
252	773	755
253	609	528
254	1036	943
255	905	848
256	591	649
257	67	40
258	435	425
259	84	163
260	585	557
261	99	66
262	172	250
263	775	731
264	593	562
265	556	486
266	308	291
267	571	611
268	847	900
269	719	803
270	989	997
271	105	46
272	677	693
273	290	261
274	728	822
275	331	238
276	766	668
277	743	722
278	341	273
279	926	991
280	105	50
281	784	792
282	387	369
283	750	762
284	178	247
285	70	138
286	254	345
287	60	3
288	737	738
289	97	80
290	48	48
291	663	583
292	7	101
293	552	471
294	610	670
295	352	412
296	848	917
297	12	74
298	234	202
299	326	229
300	934	982
301	184	174
302	5	95
303	703	677
304	447	408
305	819	781
306	52	3
307	422	421
308	953	925
309	695	641
310	100	102
311	131	167
312	916	854
313	154	196
314	777	748
315	391	443
316	973	962
317	746	682
318	612	659
319	769	734
320	349	380
321	118	140
322	334	350
323	410	350
324	553	459
325	606	565
326	180	158
327	431	400
328	665	594
329	55	108
330	559	608
331	881	886
332	356	385
333	148	128
334	125	84
335	252	343
336	304	265
337	788	840
338	453	501
339	523	609
340	381	441
341	843	786
342	342	427
343	509	571
344	793	866
345	1	34
346	607	541
347	568	646
348	188	160
349	700	665
350	34	4
351	42	14
352	835	791
353	458	546
354	200	164
355	223	247
356	639	721
357	898	900
358	705	787
359	316	333
360	838	750
361	793	863
362	650	599
363	825	815
364	583	658
365	980	977
366	777	833
367	415	515
368	381	315
369	107	81
370	147	61
371	500	452
372	235	196
373	912	963
374	383	330
375	683	685
376	564	538
377	192	220
378	43	43
379	674	640
380	784	842
381	790	856
382	955	898
383	503	544
384	458	516
385	112	94
386	771	765
387	476	495
388	760	786
389	689	604
390	562	621
391	498	481
392	148	172
393	770	745
394	124	128
395	111	110
396	373	383
397	561	513
398	611	541
399	844	765
400	75	142
401	491	551
402	54	2
403	115	175
404	413	448
405	100	19
406	299	332
407	629	530
408	904	871
409	780	778
410	944	974
411	515	592
412	805	784
413	6	98
414	359	385
415	412	508
416	818	913
417	728	652
418	360	424
419	323	260
420	47	110
421	101	117
422	903	893
423	427	424
424	875	866
425	735	688
426	920	828
427	629	603
428	745	810
429	462	542
430	57	49
431	39	51
432	536	545
433	217	215
434	59	34
435	55	16
436	199	252
437	1067	976
438	562	552
439	135	47
440	432	513
441	126	119
442	938	998
443	103	157
444	484	408
445	100	196
446	124	153
447	363	417
448	498	411
449	1003	959
450	766	666
451	307	384
452	524	528
453	138	51
454	608	705
455	626	696
456	292	322
457	191	252
458	710	762
459	535	606
460	392	378
461	446	366
462	114	91
463	340	324
464	946	955
465	363	409
466	466	505
467	790	874
468	983	945
469	718	709
470	683	777
471	320	224
472	510	546
473	693	640
474	641	551
475	607	573
476	170	111
477	823	892
478	452	400
479	273	319
480	912	831
481	408	504
482	338	381
483	1021	996
484	824	736
485	529	487
486	715	678
487	301	319
488	647	620
489	703	662
490	409	438
491	402	415
492	345	393
493	202	220
494	768	837
495	860	938
496	78	18
497	137	72
498	170	233
499	9	13
500	854	926
501	760	775
502	573	578
503	215	191
504	233	252
505	441	385
506	679	764
507	54	58
508	23	13
509	850	779
510	418	514
511	210	173
512	704	645
513	548	528
514	561	466
515	38	55
516	153	143
517	453	436
518	912	944
519	246	222
520	839	930
521	98	36
522	372	439
523	614	569
524	777	707
525	218	276
526	828	823
527	465	499
528	749	656
529	818	723
530	387	349
531	856	916
532	759	815
533	793	891
534	337	422
535	666	670
536	564	554
537	724	656
538	384	293
539	118	175
540	122	170
541	39	112
542	501	460
543	807	829
544	114	103
545	195	184
546	874	883
547	44	41
548	922	925
549	143	48
550	732	774
551	275	208
552	712	696
553	279	283
554	29	62
555	492	588
556	285	302
557	589	509
558	9	5
559	590	501
560	501	502
561	772	804
562	257	279
563	824	839
564	146	111
565	321	274
566	1049	981
567	550	573
568	244	242
569	510	593
570	163	84
571	114	168
572	522	447
573	54	67
574	257	224
575	889	867
576	317	268
577	850	770
578	867	781
579	750	727
580	296	293
581	14	94
582	860	911
583	815	771
584	707	756
585	506	481
586	57	1
587	356	367
588	50	87
589	736	771
590	151	171
591	464	392
592	861	889
593	134	127
594	981	958
595	690	701
596	930	899
597	389	374
598	963	895
599	728	792
600	361	292
601	724	755
602	35	68
603	134	218
604	465	499
605	1035	956
606	115	175
607	112	83
608	515	488
609	455	406
610	801	864
611	411	493
612	560	551
613	371	333
614	132	197
615	359	293
616	481	388
617	76	103
618	583	505
619	392	480
620	125	53
621	475	480
622	32	5
623	886	908
624	577	509
625	624	683
626	856	806
627	897	900
628	744	740
629	395	389
630	846	826
631	881	830
632	356	295
633	779	700
634	78	24
635	968	993
636	813	774
637	286	372
638	252	289
639	657	608
640	737	681
641	304	332
642	539	626
643	557	593
644	639	570
645	940	960
646	175	272
647	181	245
648	6	90
649	294	322
650	673	652
651	588	639
652	450	460
653	524	599
654	150	145
655	725	658
656	651	570
657	840	926
658	695	756
659	88	30
660	364	388
661	608	638
662	521	539
663	547	618
664	903	914
665	444	460
666	413	353
667	970	911
668	200	139
669	404	501
670	303	385
671	723	637
672	893	831
673	628	541
674	203	125
675	297	357
676	400	489
677	169	91
678	642	705
679	327	391
680	418	434
681	16	102
682	1010	977
683	553	628
684	469	449
685	480	433
686	328	343
687	360	346
688	606	563
689	390	409
690	422	520
691	160	124
692	661	632
693	53	41
694	754	796
695	590	574
696	759	782
697	340	263
698	177	181
699	63	78
700	562	501
701	819	794
702	333	377
703	248	306
704	754	752
705	498	591
706	533	455
707	960	987
708	323	375
709	129	86
710	662	701
711	329	250
712	266	202
713	201	290
714	253	327
715	916	950
716	505	530
717	941	858
718	73	84
719	40	93
720	151	85
721	534	499
722	45	132
723	288	358
724	448	541
725	929	869
726	797	803
727	758	749
728	557	496
729	549	533
730	689	646
731	57	43
732	389	321
733	392	486
734	536	541
735	725	825
736	203	287
737	517	586
738	584	571
739	722	727
740	84	14
741	507	598
742	527	596
743	274	289
744	878	782
745	644	652
746	256	345
747	764	833
748	856	937
749	312	353
750	144	146
751	59	9
752	968	983
753	318	367
754	907	853
755	60	71
756	690	697
757	454	467
758	927	852
759	450	547
760	654	747
761	793	848
762	340	245
763	137	140
764	124	83
765	209	113
766	424	517
767	736	763
768	196	135
769	475	413
770	255	184
771	924	937
772	215	200
773	279	353
774	674	772
775	583	517
776	393	319
777	284	362
778	543	578
779	2	2
780	882	967
781	900	930
782	926	857
783	298	393
784	820	822
785	1001	910
786	260	238
787	1015	916
788	434	445
789	1086	993
790	275	211
791	545	492
792	892	822
793	320	372
794	490	585
795	611	636
796	306	214
797	339	250
798	515	493
799	602	676
800	792	787
801	995	914
802	56	151
803	189	182
804	26	54
805	809	846
806	196	144
807	775	844
808	280	206
809	195	253
810	121	89
811	447	428
812	658	651
813	767	700
814	515	427
815	777	746
816	591	541
817	287	331
818	58	157
819	309	306
820	398	331
821	218	283
822	74	99
823	427	439
824	644	581
825	6	19
826	245	206
827	527	528
828	730	718
829	545	472
830	487	393
831	383	345
832	453	550
833	853	949
834	452	543
835	171	103
836	511	523
837	575	675
838	853	762
839	482	441
840	118	120
841	383	446
842	298	259
843	899	860
844	698	614
845	779	759
846	918	952
847	109	54
848	714	731
849	213	261
850	342	310
851	409	385
852	643	712
853	529	466
854	116	71
855	964	965
856	138	127
857	84	86
858	750	738
859	216	278
860	481	510
861	644	617
862	907	849
863	823	916
864	212	181
865	260	253
866	786	770
867	640	698
868	784	752
869	86	113
870	442	415
871	100	149
872	329	397
873	493	473
874	210	159
875	527	580
876	879	820
877	858	777
878	818	832
879	574	657
880	987	926
881	857	782
882	335	269
883	428	490
884	220	281
885	823	920
886	885	913
887	740	739
888	849	850
889	476	467
890	621	522
891	597	653
892	616	672
893	875	786
894	924	993
895	297	294
896	96	117
897	3	8
898	708	692
899	929	917
900	32	19
901	845	788
902	132	73
903	347	305
904	650	638
905	151	120
906	530	479
907	949	948
908	805	719
909	398	475
910	134	195
911	762	844
912	434	442
913	17	39
914	319	407
915	261	254
916	235	148
917	519	485
918	7	73
919	325	384
920	52	150
921	308	256
922	950	932
923	617	600
924	785	880
925	903	992
926	518	482
927	528	442
928	262	226
929	795	719
930	784	862
931	243	209
932	298	265
933	419	479
934	426	386
935	189	107
936	93	92
937	312	308
938	34	102
939	457	464
940	737	787
941	989	957
942	192	140
943	69	56
944	780	836
945	487	413
946	512	464
947	569	515
948	858	837
949	443	454
950	474	390
