KP_20000_weakly_correlated
capacity	4974192
nb_items	20000
item	value	weight
0	733	706
1	377	435
2	330	235
3	617	528
4	741	776
5	935	932
6	933	875
7	685	719
8	591	564
9	774	856
10	53	49
11	180	103
12	394	369
13	804	740
14	333	272
15	509	534
16	573	519
17	720	641
18	628	617
19	836	766
20	389	474
21	424	489
22	392	334
23	521	433
24	406	368
25	827	829
26	680	652
27	750	756
28	411	494
29	25	95
30	749	780
31	515	530
32	795	822
33	932	968
34	67	159
35	233	230
36	129	80
37	222	252
38	613	623
39	380	437
40	331	263
41	671	620
42	216	296
43	346	444
44	878	845
45	600	504
46	556	627
47	795	874
48	308	236
49	63	99
50	478	519
51	528	430
52	449	447
53	115	141
54	712	741
55	824	749
56	44	25
57	779	723
58	706	713
59	307	323
60	435	361
61	414	457
62	688	623
63	335	254
64	154	132
65	298	281
66	442	460
67	216	178
68	489	464
69	489	442
70	831	863
71	989	916
72	340	278
73	957	961
74	610	611
75	274	206
76	666	646
77	879	951
78	220	197
79	117	35
80	66	151
81	586	648
82	87	82
83	779	756
84	224	279
85	515	575
86	806	873
87	139	101
88	850	948
89	656	649
90	704	661
91	619	683
92	394	475
93	419	515
94	1022	982
95	703	791
96	171	260
97	975	923
98	821	827
99	656	699
100	45	64
101	613	673
102	375	426
103	563	591
104	512	501
105	432	337
106	137	232
107	281	206
108	834	923
109	53	22
110	440	428
111	565	601
112	598	610
113	855	917
114	191	115
115	628	628
116	608	603
117	336	361
118	97	13
119	294	285
120	195	218
121	690	672
122	115	63
123	707	772
124	734	717
125	111	112
126	1035	983
127	439	400
128	1000	922
129	351	321
130	242	299
131	590	674
132	461	543
133	789	862
134	348	411
135	284	232
136	439	405
137	404	339
138	98	81
139	12	38
140	58	35
141	137	168
142	829	897
143	401	303
144	304	263
145	279	198
146	517	427
147	179	237
148	668	764
149	477	494
150	965	886
151	438	491
152	76	82
153	939	930
154	149	154
155	381	283
156	277	271
157	101	182
158	344	272
159	159	99
160	829	855
161	162	157
162	193	171
163	729	787
164	601	534
165	671	703
166	810	757
167	127	177
168	509	490
169	69	164
170	948	854
171	868	811
172	692	717
173	519	441
174	520	612
175	802	863
176	796	892
