KP_50000_weakly_correlated
capacity	12524578
nb_items	50000
item	value	weight
0	726	769
1	641	731
2	46	125
3	962	936
4	315	393
5	410	312
6	964	964
7	995	936
8	389	475
9	1050	963
10	663	680
11	942	920
12	977	964
13	742	799
14	779	737
15	391	334
16	463	379
17	1074	996
18	606	553
19	910	873
20	85	149
21	740	689
22	64	14
23	256	340
24	79	103
25	918	882
26	701	756
27	107	127
28	552	587
29	692	754
30	887	888
31	551	599
32	763	853
33	375	459
34	61	157
35	820	907
36	857	927
37	249	163
38	100	180
39	777	817
40	489	560
41	98	5
42	576	551
43	426	500
44	750	818
45	128	37
46	408	431
47	474	391
48	220	203
49	271	312
50	561	654
51	285	215
52	352	262
53	745	732
54	636	623
55	13	14
56	847	869
57	282	222
58	90	129
59	570	583
60	111	25
61	979	1000
62	437	513
63	704	795
64	444	456
65	624	581
66	404	464
67	181	232
68	81	119
69	825	739
70	642	582
71	100	17
72	823	911
73	214	291
74	624	687
75	539	453
76	726	694
77	402	439
78	161	147
79	205	164
80	648	732
81	314	318
82	448	446
83	173	219
84	491	556
85	826	754
86	986	933
87	27	27
88	541	576
89	325	256
90	444	353
91	351	413
92	770	709
93	913	936
94	383	345
95	4	13
96	655	567
97	393	369
98	848	903
99	364	294
100	326	349
101	135	212
102	133	62
103	301	255
104	871	915
105	643	556
106	653	698
107	986	1000
108	262	313
109	913	956
110	511	531
111	253	188
112	683	586
113	199	243
114	628	656
115	395	302
116	270	297
117	761	692
118	319	274
119	906	911
120	479	478
121	164	247
122	849	832
123	232	209
124	426	470
125	272	369
126	884	875
127	429	385
128	904	804
129	969	961
130	607	689
131	811	866
132	965	985
133	272	335
134	189	215
135	199	151
136	999	950
137	989	900
138	75	86
139	882	967
140	210	180
141	608	633
142	989	976
143	714	758
144	624	560
145	841	881
146	676	754
147	892	826
148	162	169
149	50	86
150	604	578
151	546	521
152	542	633
153	56	110
154	7	14
155	960	980
156	970	918
157	174	155
158	139	187
159	870	836
160	628	576
161	743	738
162	72	55
163	91	12
164	909	881
165	375	438
166	681	683
167	399	475
168	680	744
169	373	410
170	732	774
171	1026	989
172	37	96
173	229	227
174	756	695
175	500	582
176	528	495
177	929	857
178	275	254
179	589	605
180	721	668
181	260	222
182	471	530
183	819	859
184	62	6
185	1044	965
186	270	274
187	350	373
188	645	708
189	929	928
190	732	720
191	19	59
192	92	35
193	434	444
194	749	729
195	106	113
196	507	523
197	26	62
198	594	580
199	626	628
200	754	819
201	172	264
202	486	409
203	795	709
204	59	34
205	380	282
206	77	84
207	532	464
208	285	263
209	560	529
210	896	892
211	1019	953
212	435	389
213	113	193
214	863	926
215	505	442
216	119	40
217	34	58
218	223	300
219	62	55
220	731	783
221	706	650
222	404	430
223	840	816
224	892	802
225	885	940
226	391	427
227	1054	983
228	763	776
229	462	365
230	198	247
231	949	976
232	810	900
233	1001	999
234	179	237
235	91	20
236	419	494
237	921	921
238	387	424
239	772	763
240	357	292
241	298	380
242	721	781
243	639	739
244	170	138
245	163	220
246	554	466
247	958	934
248	677	765
249	6	41
250	612	515
251	864	770
252	672	674
253	197	263
254	196	193
255	653	594
256	18	23
257	255	285
258	983	924
259	534	456
260	122	45
261	63	33
262	3	71
263	387	469
264	119	176
265	523	434
266	765	752
267	862	882
268	660	605
269	217	129
270	772	693
271	283	350
272	480	427
273	966	956
274	118	42
275	660	634
276	1027	938
277	888	907
278	158	205
279	86	168
280	494	583
281	75	14
282	401	484
283	834	807
284	434	529
285	911	897
286	414	386
287	754	673
288	183	262
289	835	819
290	830	900
291	617	525
292	729	647
293	165	148
294	665	707
295	794	734
296	103	41
297	272	363
298	95	141
299	1006	927
300	487	559
301	498	498
302	611	616
303	606	700
304	972	882
305	86	182
306	258	175
307	227	288
308	590	670
309	831	788
310	775	818
311	922	828
312	871	876
313	695	749
314	509	494
315	238	264
316	569	500
317	556	549
318	185	250
319	629	612
320	671	653
321	510	447
322	223	297
323	522	497
324	849	770
325	476	559
326	1019	992
327	198	216
328	857	948
329	453	425
330	581	498
331	338	262
332	71	57
333	24	79
334	689	747
335	686	635
336	258	219
337	566	662
338	370	315
339	393	480
340	479	481
341	165	203
342	956	968
343	404	429
344	673	707
345	158	162
346	896	870
347	27	119
348	493	555
349	136	49
350	948	907
351	599	663
352	753	672
353	886	884
354	424	486
355	881	896
356	220	154
357	876	823
358	523	591
359	535	553
360	921	893
361	549	553
362	786	856
363	696	709
364	117	203
365	281	369
366	604	599
367	1020	980
368	636	623
369	455	469
370	320	386
371	347	346
372	497	469
373	705	792
374	720	726
375	550	533
376	240	192
377	917	866
378	386	350
379	638	685
380	316	413
381	420	511
382	900	996
383	331	271
384	162	133
385	255	258
386	597	518
387	466	448
388	463	539
389	722	652
390	118	65
391	130	199
392	610	518
393	389	407
394	579	610
395	740	673
396	376	388
397	714	628
398	104	119
399	985	914
400	797	721
401	203	181
402	646	745
403	556	643
404	556	515
405	1017	967
406	129	108
407	324	411
408	168	118
409	209	139
410	154	190
411	488	486
412	540	540
413	343	367
414	1034	947
415	445	514
416	374	402
417	961	938
418	1003	988
419	970	948
420	182	188
421	37	72
422	779	860
423	182	235
424	360	412
425	472	448
426	745	790
427	670	677
428	470	543
429	920	851
430	665	570
431	68	150
432	78	3
433	592	506
434	823	746
435	255	341
436	876	919
437	388	310
438	28	21
439	102	179
440	799	777
441	1052	968
442	43	61
443	764	727
444	715	783
445	824	898
446	79	100
447	56	30
448	938	944
449	910	998
450	518	561
451	216	169
452	760	844
453	137	224
454	27	35
455	969	932
456	897	805
457	143	194
458	179	135
459	212	310
460	679	623
461	567	646
462	115	72
463	411	498
464	411	367
465	863	796
466	482	421
467	733	741
468	776	862
469	628	646
470	422	481
471	144	50
472	318	345
473	396	477
474	107	27
475	303	363
476	868	910
477	769	820
478	184	98
479	702	791
480	884	965
481	526	558
482	371	301
483	103	127
484	395	414
485	865	783
486	780	696
487	889	901
488	1050	973
489	194	275
490	579	585
491	1045	953
492	483	543
493	618	642
494	663	692
495	706	764
496	696	599
497	435	405
498	525	491
499	731	673
500	353	388
501	811	712
502	479	576
503	1050	951
504	365	283
505	413	371
506	395	300
507	591	492
508	790	794
509	770	862
510	238	150
511	639	539
512	739	727
513	832	741
514	247	153
515	256	187
516	891	884
517	843	934
518	748	735
519	903	862
520	976	878
521	938	875
522	558	597
523	170	240
524	607	647
525	703	606
526	539	567
527	250	191
528	346	276
529	243	299
530	861	911
531	887	917
532	511	547
533	846	914
534	360	384
535	533	612
536	920	979
537	977	899
538	231	136
539	474	494
540	341	242
541	313	314
542	225	140
543	470	529
544	177	105
545	780	834
546	414	367
547	440	368
548	119	175
549	820	808
550	658	710
551	97	76
552	734	661
553	594	568
554	500	587
555	129	165
556	119	154
557	529	476
558	333	399
559	601	560
560	367	389
561	648	630
562	395	435
563	291	222
564	440	455
565	96	113
566	513	495
567	607	542
568	581	502
569	983	885
570	1076	998
571	443	535
572	478	410
573	676	591
574	368	461
575	857	936
576	393	429
577	468	409
578	639	703
579	55	55
580	488	478
581	892	892
582	696	607
583	376	292
584	153	136
585	257	216
586	923	898
587	332	319
588	122	47
589	769	730
590	734	693
591	302	366
592	891	804
593	249	206
594	327	267
595	400	419
596	835	809
597	789	690
598	712	774
599	399	347
600	1044	999
601	864	920
602	1027	972
603	454	488
604	767	720
605	606	662
606	539	493
607	911	832
608	387	414
609	305	284
610	177	212
611	665	624
612	679	684
613	501	594
614	222	132
615	440	383
616	210	175
617	976	968
618	784	771
619	148	209
620	693	768
621	431	493
622	394	406
623	320	350
624	446	516
625	688	753
626	449	413
627	707	806
628	907	837
629	158	81
630	228	219
631	132	110
632	434	471
633	697	797
634	222	178
635	868	862
636	492	566
637	221	143
638	65	80
639	107	34
640	876	799
641	614	655
642	935	860
643	733	783
644	530	482
645	517	501
646	520	478
647	185	257
648	361	329
649	33	13
650	435	371
651	384	454
652	767	794
653	303	383
654	589	490
655	816	812
656	826	872
657	339	413
658	775	726
659	742	751
660	932	945
661	40	73
662	854	928
663	373	281
664	586	683
665	547	597
666	414	413
667	880	873
668	187	251
669	903	875
670	304	277
671	439	421
672	679	762
673	87	65
674	458	390
675	461	559
676	920	828
677	780	866
678	559	574
679	328	242
680	879	820
681	1077	991
682	106	185
683	967	940
684	162	197
685	837	885
686	625	535
687	812	892
688	267	345
689	555	556
690	228	233
691	406	318
692	573	537
693	827	927
694	201	257
695	411	347
696	779	876
697	492	449
698	37	50
699	253	168
700	899	820
701	659	564
702	861	954
703	562	468
704	190	274
705	792	852
706	565	573
707	737	830
708	563	596
709	460	469
710	852	832
711	778	704
712	750	839
713	909	876
714	433	475
715	795	811
716	940	953
717	1017	939
718	72	2
719	444	352
720	377	374
721	403	336
722	225	233
723	967	903
724	765	852
725	832	885
726	860	873
727	63	141
728	804	775
729	541	540
730	99	131
731	161	201
732	54	27
733	693	785
734	758	772
735	266	216
736	552	649
737	477	555
738	86	72
739	304	309
740	799	762
741	216	132
742	1061	970
