KP_50000_strongly_correlated
capacity	12550101
nb_items	50000
item	value	weight
0	672	662
1	520	510
2	372	362
3	326	316
4	885	875
5	954	944
6	208	198
7	159	149
8	214	204
9	539	529
10	848	838
11	706	696
12	999	989
13	644	634
14	631	621
15	372	362
16	376	366
17	467	457
18	983	973
19	275	265
20	995	985
21	590	580
22	609	599
23	269	259
24	789	779
25	265	255
26	561	551
27	689	679
28	196	186
29	974	964
30	968	958
31	542	532
32	745	735
33	978	968
34	732	722
35	914	904
36	691	681
37	368	358
38	512	502
39	833	823
40	707	697
41	758	748
42	717	707
43	708	698
44	649	639
45	492	482
46	504	494
47	460	450
48	307	297
49	19	9
50	154	144
51	678	668
52	848	838
53	623	613
54	857	847
55	585	575
56	586	576
57	415	405
58	682	672
59	869	859
60	696	686
61	238	228
62	574	564
63	656	646
64	481	471
65	254	244
66	708	698
67	473	463
68	484	474
69	860	850
70	415	405
71	1002	992
72	278	268
73	379	369
74	889	879
75	786	776
76	493	483
77	657	647
78	337	327
79	590	580
80	438	428
81	172	162
82	70	60
83	658	648
84	736	726
85	998	988
86	358	348
87	949	939
88	918	908
89	907	897
90	95	85
91	336	326
92	560	550
93	161	151
94	302	292
95	116	106
96	309	299
97	120	110
98	140	130
99	584	574
100	459	449
101	95	85
102	517	507
103	999	989
104	256	246
105	705	695
106	342	332
107	647	637
108	1004	994
109	164	154
110	504	494
111	160	150
112	617	607
113	388	378
114	486	476
115	29	19
116	409	399
117	544	534
118	975	965
119	31	21
120	966	956
121	731	721
122	249	239
123	145	135
124	198	188
125	802	792
126	988	978
127	665	655
128	358	348
129	803	793
130	789	779
131	495	485
132	567	557
133	107	97
134	563	553
135	277	267
136	658	648
137	838	828
138	877	867
139	751	741
140	207	197
141	259	249
142	422	412
143	498	488
144	475	465
145	771	761
146	463	453
147	968	958
148	359	349
149	465	455
150	114	104
151	382	372
152	97	87
153	536	526
154	347	337
155	152	142
156	827	817
157	931	921
158	47	37
159	535	525
160	640	630
161	567	557
162	775	765
163	144	134
164	749	739
165	620	610
166	846	836
167	146	136
168	694	684
169	61	51
170	458	448
171	146	136
172	87	77
173	47	37
174	957	947
175	367	357
176	695	685
177	541	531
178	448	438
179	72	62
180	284	274
181	648	638
182	739	729
183	179	169
184	496	486
185	545	535
186	760	750
187	470	460
188	174	164
189	178	168
190	24	14
191	983	973
192	937	927
193	166	156
194	450	440
195	887	877
196	64	54
197	722	712
198	924	914
199	924	914
200	565	555
201	771	761
202	963	953
203	679	669
204	57	47
205	721	711
206	798	788
207	697	687
208	651	641
209	658	648
210	18	8
211	823	813
212	122	112
213	835	825
214	539	529
215	711	701
216	465	455
217	905	895
218	894	884
219	544	534
220	14	4
221	305	295
222	977	967
223	16	6
224	990	980
225	462	452
226	266	256
227	272	262
228	984	974
229	291	281
230	44	34
231	614	604
232	214	204
233	52	42
234	317	307
235	66	56
236	647	637
237	866	856
238	921	911
239	254	244
240	723	713
241	590	580
242	484	474
243	57	47
244	822	812
245	709	699
246	139	129
247	297	287
248	444	434
249	79	69
250	802	792
251	418	408
252	283	273
253	407	397
254	203	193
255	609	599
256	275	265
257	731	721
258	83	73
259	218	208
260	506	496
261	602	592
262	236	226
263	376	366
264	870	860
265	130	120
266	356	346
267	17	7
268	358	348
269	381	371
270	120	110
271	368	358
272	948	938
273	271	261
274	628	618
275	97	87
276	644	634
277	840	830
278	889	879
279	366	356
280	539	529
281	623	613
282	415	405
283	890	880
284	802	792
285	445	435
286	512	502
287	292	282
288	14	4
289	219	209
290	408	398
291	229	219
292	403	393
293	507	497
294	537	527
295	627	617
296	631	621
297	288	278
298	836	826
299	829	819
300	688	678
301	626	616
302	825	815
303	847	837
304	432	422
305	759	749
306	714	704
307	210	200
308	561	551
309	278	268
310	734	724
311	669	659
312	951	941
313	381	371
314	414	404
315	773	763
316	727	717
317	305	295
318	891	881
319	136	126
320	479	469
321	128	118
322	683	673
323	127	117
324	178	168
325	720	710
326	313	303
327	424	414
328	927	917
329	461	451
330	593	583
331	51	41
332	415	405
333	320	310
334	703	693
335	115	105
336	810	800
337	680	670
338	773	763
339	320	310
340	524	514
341	923	913
342	12	2
343	487	477
344	631	621
345	214	204
346	202	192
347	576	566
348	782	772
349	93	83
350	508	498
351	700	690
352	282	272
353	770	760
354	252	242
355	647	637
356	338	328
357	80	70
358	184	174
359	85	75
360	403	393
361	750	740
362	856	846
363	143	133
364	633	623
365	75	65
366	351	341
367	858	848
368	869	859
369	26	16
370	351	341
371	165	155
372	53	43
373	206	196
374	239	229
375	892	882
376	670	660
377	988	978
378	647	637
379	316	306
380	564	554
381	334	324
382	188	178
383	940	930
384	332	322
385	234	224
386	858	848
387	61	51
388	308	298
389	589	579
390	873	863
391	487	477
392	1000	990
393	839	829
394	525	515
395	988	978
396	894	884
397	296	286
398	496	486
399	222	212
400	940	930
401	40	30
402	333	323
403	968	958
404	303	293
405	689	679
406	64	54
407	207	197
408	485	475
409	98	88
410	172	162
411	352	342
412	432	422
413	359	349
414	236	226
415	564	554
416	927	917
417	807	797
418	900	890
419	412	402
420	223	213
421	941	931
422	622	612
423	899	889
424	138	128
425	714	704
426	641	631
427	174	164
428	646	636
429	171	161
430	364	354
431	556	546
432	234	224
433	276	266
434	260	250
435	874	864
436	751	741
437	1008	998
438	657	647
439	386	376
440	491	481
441	891	881
442	381	371
443	912	902
444	963	953
445	738	728
446	733	723
447	360	350
448	922	912
449	590	580
450	531	521
451	591	581
452	157	147
453	165	155
454	240	230
455	799	789
456	314	304
457	283	273
458	854	844
459	195	185
460	253	243
461	832	822
462	567	557
463	718	708
464	516	506
465	538	528
466	476	466
467	570	560
468	86	76
469	144	134
470	703	693
471	112	102
472	623	613
473	498	488
474	387	377
475	733	723
476	274	264
477	279	269
478	632	622
479	625	615
480	793	783
481	345	335
482	170	160
483	131	121
484	997	987
485	891	881
486	555	545
487	532	522
488	254	244
489	565	555
490	233	223
491	747	737
492	512	502
493	138	128
494	633	623
495	70	60
496	845	835
497	765	755
498	710	700
499	378	368
500	434	424
501	92	82
502	229	219
503	22	12
504	983	973
505	414	404
506	342	332
507	550	540
508	443	433
509	159	149
510	761	751
511	396	386
512	78	68
513	106	96
514	533	523
515	312	302
516	731	721
517	371	361
518	150	140
519	532	522
520	847	837
521	865	855
522	297	287
523	43	33
524	129	119
525	870	860
526	164	154
527	309	299
528	903	893
529	866	856
530	469	459
531	586	576
532	222	212
533	959	949
534	513	503
535	686	676
536	209	199
537	960	950
538	39	29
539	274	264
540	861	851
541	946	936
542	600	590
543	547	537
544	896	886
545	1003	993
546	166	156
547	785	775
548	481	471
549	264	254
550	887	877
551	80	70
552	323	313
553	328	318
554	987	977
555	170	160
556	291	281
557	695	685
558	979	969
559	221	211
560	370	360
561	889	879
562	892	882
563	454	444
564	64	54
565	308	298
566	685	675
567	920	910
568	896	886
569	104	94
570	660	650
571	548	538
572	731	721
573	491	481
574	939	929
575	825	815
576	900	890
577	885	875
578	71	61
579	397	387
580	1009	999
581	255	245
582	65	55
583	312	302
584	560	550
585	547	537
586	734	724
587	156	146
588	379	369
589	97	87
590	723	713
591	712	702
592	330	320
593	199	189
594	970	960
595	262	252
596	175	165
597	806	796
598	373	363
599	354	344
600	987	977
601	628	618
602	755	745
603	158	148
604	462	452
605	391	381
606	823	813
607	202	192
608	193	183
609	41	31
610	395	385
611	339	329
612	803	793
613	539	529
614	810	800
615	195	185
616	567	557
617	167	157
618	258	248
619	56	46
620	136	126
621	515	505
622	790	780
623	693	683
624	425	415
625	951	941
626	820	810
627	625	615
628	743	733
629	434	424
630	40	30
631	122	112
632	559	549
633	415	405
634	418	408
635	153	143
636	605	595
637	17	7
638	229	219
639	380	370
640	437	427
641	806	796
642	641	631
643	28	18
644	411	401
645	873	863
646	615	605
647	148	138
648	858	848
649	433	423
650	813	803
651	224	214
652	420	410
653	568	558
654	701	691
655	101	91
656	329	319
657	248	238
658	207	197
659	859	849
660	974	964
661	15	5
662	596	586
663	350	340
664	138	128
665	975	965
666	144	134
667	242	232
668	318	308
669	866	856
670	764	754
671	56	46
672	799	789
673	64	54
674	964	954
675	559	549
676	987	977
677	777	767
678	140	130
679	308	298
680	190	180
681	199	189
682	114	104
683	435	425
684	85	75
685	940	930
686	664	654
687	270	260
688	58	48
689	738	728
690	100	90
691	407	397
692	580	570
693	291	281
694	429	419
695	505	495
696	260	250
697	997	987
698	880	870
699	980	970
700	226	216
