KP_10000_strongly_correlated
capacity	2509281
nb_items	10000
item	value	weight
0	57	47
1	348	338
2	986	976
3	251	241
4	272	262
5	377	367
6	443	433
7	367	357
8	699	689
9	484	474
10	337	327
11	168	158
12	389	379
13	35	25
14	531	521
15	78	68
16	575	565
17	217	207
18	638	628
19	388	378
20	90	80
21	538	528
22	1000	990
23	576	566
24	459	449
25	42	32
26	541	531
27	435	425
28	658	648
29	67	57
30	815	805
31	568	558
32	491	481
33	962	952
34	342	332
35	586	576
36	565	555
37	397	387
38	1002	992
39	475	465
40	771	761
41	373	363
42	893	883
43	505	495
44	784	774
45	848	838
46	552	542
47	796	786
48	701	691
49	927	917
50	23	13
51	467	457
52	913	903
53	781	771
54	628	618
55	699	689
56	1004	994
57	674	664
58	195	185
59	162	152
60	125	115
61	885	875
62	252	242
63	185	175
64	408	398
65	312	302
66	97	87
67	468	458
68	576	566
69	871	861
70	356	346
71	818	808
72	1008	998
73	591	581
74	128	118
75	340	330
76	656	646
77	658	648
78	117	107
79	567	557
80	755	745
81	253	243
82	298	288
83	42	32
84	876	866
85	491	481
86	284	274
87	353	343
88	909	899
89	671	661
90	388	378
91	151	141
92	604	594
93	183	173
94	75	65
95	566	556
96	531	521
97	942	932
98	466	456
99	602	592
100	922	912
101	577	567
102	534	524
103	471	461
104	815	805
105	550	540
106	575	565
107	434	424
108	425	415
109	369	359
110	497	487
111	926	916
112	618	608
113	16	6
114	392	382
115	898	888
116	165	155
117	568	558
118	859	849
119	71	61
120	709	699
121	922	912
122	743	733
123	816	806
124	51	41
125	68	58
126	299	289
127	649	639
128	659	649
129	173	163
130	390	380
131	181	171
132	662	652
133	700	690
134	675	665
135	847	837
136	578	568
137	542	532
138	962	952
139	883	873
140	488	478
141	649	639
142	747	737
143	863	853
144	928	918
145	732	722
146	345	335
147	490	480
148	396	386
149	522	512
150	990	980
151	56	46
152	853	843
153	123	113
154	152	142
155	968	958
156	804	794
157	820	810
158	570	560
159	182	172
160	902	892
161	1002	992
162	483	473
163	985	975
164	463	453
165	700	690
166	355	345
167	270	260
168	400	390
169	12	2
170	978	968
171	837	827
172	941	931
173	453	443
174	551	541
175	665	655
176	435	425
177	556	546
178	698	688
179	217	207
180	696	686
181	271	261
182	970	960
183	373	363
184	37	27
185	87	77
186	403	393
187	121	111
188	369	359
189	107	97
190	623	613
191	530	520
192	313	303
193	378	368
194	121	111
195	396	386
196	985	975
197	866	856
198	716	706
199	662	652
200	426	416
201	986	976
202	750	740
203	295	285
204	443	433
205	771	761
206	313	303
207	870	860
208	770	760
209	773	763
210	285	275
211	235	225
212	89	79
213	217	207
214	580	570
215	338	328
216	1009	999
217	846	836
218	652	642
219	270	260
220	609	599
221	977	967
222	12	2
223	331	321
224	374	364
225	718	708
226	272	262
227	64	54
228	855	845
229	661	651
230	451	441
231	85	75
232	20	10
233	620	610
234	119	109
235	563	553
236	176	166
237	664	654
238	976	966
239	966	956
240	950	940
241	425	415
242	299	289
243	829	819
244	687	677
245	392	382
246	78	68
247	922	912
248	918	908
249	999	989
250	111	101
251	489	479
252	364	354
253	246	236
254	174	164
255	439	429
256	643	633
257	157	147
258	782	772
259	12	2
260	507	497
261	195	185
262	695	685
263	673	663
264	590	580
265	375	365
266	889	879
267	500	490
268	480	470
269	354	344
270	976	966
271	20	10
272	803	793
273	543	533
274	489	479
275	717	707
276	422	412
277	678	668
278	331	321
279	88	78
280	933	923
281	386	376
282	837	827
283	753	743
284	420	410
285	679	669
286	901	891
287	77	67
288	238	228
289	189	179
290	255	245
291	682	672
292	715	705
293	944	934
294	735	725
295	67	57
296	909	899
297	912	902
298	366	356
299	894	884
300	73	63
301	846	836
302	636	626
303	540	530
304	822	812
305	195	185
306	817	807
307	442	432
308	687	677
309	877	867
310	685	675
311	443	433
312	177	167
313	225	215
314	101	91
315	594	584
316	918	908
317	881	871
318	152	142
319	334	324
320	46	36
321	704	694
322	132	122
323	937	927
324	54	44
325	396	386
326	215	205
327	515	505
328	547	537
329	545	535
330	813	803
331	129	119
332	310	300
333	164	154
334	237	227
335	943	933
336	716	706
337	139	129
338	490	480
339	952	942
340	860	850
341	609	599
342	503	493
343	530	520
344	963	953
345	964	954
346	404	394
347	851	841
348	54	44
349	239	229
350	697	687
351	893	883
352	56	46
353	551	541
354	74	64
355	475	465
356	687	677
357	476	466
358	206	196
359	881	871
360	609	599
361	339	329
362	864	854
363	48	38
364	293	283
365	37	27
366	146	136
367	223	213
368	390	380
369	217	207
370	976	966
371	173	163
372	424	414
373	720	710
374	377	367
375	977	967
376	470	460
377	608	598
378	99	89
379	50	40
380	364	354
381	709	699
382	662	652
383	166	156
384	31	21
385	603	593
386	932	922
387	626	616
388	404	394
389	34	24
390	181	171
391	740	730
392	597	587
393	443	433
394	509	499
395	685	675
396	950	940
397	234	224
398	104	94
399	756	746
400	89	79
401	892	882
402	45	35
403	140	130
404	339	329
405	743	733
406	49	39
407	278	268
