KP_1000_uncorrelated
capacity	254978
nb_items	1000
item	value	weight
0	29	10
1	568	199
2	53	611
3	447	386
4	880	155
5	457	611
6	480	315
7	124	380
8	818	78
9	39	20
10	669	144
11	140	659
12	568	916
13	382	194
14	80	534
15	566	745
16	604	262
17	560	627
18	600	994
19	511	695
20	608	286
21	105	496
22	506	392
23	500	628
24	72	681
25	727	344
26	401	108
27	764	394
28	641	837
29	327	877
30	205	264
31	883	134
32	298	417
33	136	359
34	788	314
35	230	168
36	359	26
37	167	800
38	207	557
39	864	324
40	346	729
41	942	179
42	600	136
43	553	644
44	477	582
45	73	723
46	17	193
47	858	294
48	232	972
49	330	115
50	534	418
51	7	824
52	757	583
53	925	192
54	178	585
55	361	586
56	522	347
57	965	69
58	746	425
59	510	176
60	39	386
61	550	706
62	40	700
63	998	861
64	668	759
65	897	719
66	935	78
67	315	579
68	499	681
69	969	719
70	854	688
71	195	383
72	527	276
73	975	919
74	987	766
75	665	257
76	163	725
77	834	33
78	700	681
79	757	3
80	118	634
81	145	479
82	300	399
83	579	328
84	84	34
85	144	958
86	762	951
87	987	174
88	956	734
89	24	489
90	565	998
91	77	168
92	266	767
93	239	417
94	680	601
95	219	679
96	268	867
97	536	826
98	290	459
99	878	404
100	216	240
101	271	55
102	236	925
103	806	729
104	348	448
105	696	335
106	266	475
107	446	450
108	461	200
109	980	362
110	266	524
111	489	864
112	88	982
113	942	905
114	449	504
115	551	334
116	312	177
117	693	151
118	64	602
119	302	860
120	245	86
121	674	888
122	952	889
123	698	439
124	462	399
125	111	804
126	360	342
127	177	779
128	360	300
129	836	12
130	822	971
131	368	857
132	875	290
133	901	116
134	492	963
135	972	842
136	661	944
137	874	310
138	662	915
139	308	438
140	987	338
141	628	858
142	479	415
143	603	36
144	145	931
145	297	835
146	164	756
147	732	145
148	748	666
149	1	578
150	770	603
151	262	267
152	950	726
153	877	933
154	425	525
155	522	330
156	847	996
157	660	932
158	7	694
159	714	851
160	854	385
161	947	743
162	339	932
163	245	982
164	128	957
165	847	53
166	674	276
167	333	753
168	904	452
169	193	512
170	606	108
171	401	729
172	752	269
173	919	173
174	460	757
175	560	624
176	990	347
177	860	978
178	181	582
179	775	669
180	211	100
181	852	751
182	1	391
183	737	321
184	732	105
185	720	274
186	570	4
187	291	166
188	160	15
189	985	418
190	134	264
191	128	923
192	387	346
193	146	758
194	369	416
195	878	846
196	692	39
197	627	179
198	29	118
199	205	139
200	535	340
201	622	261
202	101	727
203	61	535
204	416	276
205	968	808
206	801	777
207	367	174
208	656	461
209	285	378
210	400	185
211	854	39
212	276	665
213	221	648
214	126	680
215	169	870
216	685	464
217	268	215
218	385	326
219	99	256
220	9	505
221	632	943
222	897	447
223	387	298
224	378	23
225	568	9
226	929	813
227	427	600
228	380	4
229	88	669
230	245	824
231	526	946
232	746	872
233	816	350
234	760	691
235	478	81
236	402	520
237	312	429
238	92	905
239	209	230
240	586	649
241	119	326
242	255	570
243	371	500
244	903	235
245	874	698
246	225	973
247	917	471
248	43	912
249	83	997
250	978	717
251	28	140
252	788	813
253	290	516
254	940	779
255	91	214
256	95	143
257	669	44
258	758	183
259	4	649
260	825	32
261	395	554
262	844	841
263	920	901
264	86	127
265	107	410
266	434	155
267	694	876
268	833	944
269	539	766
270	891	955
271	231	123
272	651	684
273	374	69
274	591	446
275	504	544
276	802	594
277	282	246
278	981	377
279	595	612
280	385	893
281	177	902
282	249	636
283	620	371
284	640	779
285	316	263
286	929	348
287	216	843
288	846	109
289	260	526
290	124	179
291	162	182
292	476	519
293	391	389
294	358	996
295	29	63
296	292	574
297	327	713
298	352	6
299	374	380
300	519	669
301	575	114
302	812	431
303	524	989
304	188	62
305	835	453
306	486	477
307	773	347
308	450	802
309	550	314
310	132	288
311	890	280
312	173	280
313	377	740
314	763	651
315	688	897
316	355	411
317	811	52
318	867	853
319	471	311
320	836	687
321	952	180
322	857	736
323	258	204
324	264	477
325	178	397
326	477	780
327	234	928
328	64	886
329	587	689
330	36	475
331	426	803
332	878	303
333	563	938
334	294	272
335	947	524
336	306	498
337	792	320
338	272	338
339	541	519
340	894	80
341	630	867
342	217	829
343	163	498
344	897	889
345	859	33
346	280	729
347	708	442
348	602	692
349	87	861
350	464	900
351	42	623
352	289	303
353	322	535
354	245	564
355	733	975
356	638	496
357	935	230
358	894	601
359	661	559
360	328	295
361	46	676
362	342	473
363	114	530
364	940	492
365	71	677
366	389	630
367	874	678
368	34	461
369	991	910
370	727	238
371	159	261
372	75	908
373	347	205
374	306	805
375	590	179
376	653	229
377	714	608
378	604	197
379	539	700
380	932	142
381	833	953
382	12	669
383	961	333
384	286	789
385	381	548
386	730	617
387	451	937
388	681	717
389	224	140
390	82	443
391	848	863
392	544	108
393	930	707
394	331	785
395	240	704
396	377	589
397	908	934
398	581	152
399	300	358
400	366	270
401	638	766
402	791	937
403	189	519
404	864	740
405	437	158
406	475	886
407	14	217
408	556	898
409	900	242
410	27	527
411	79	236
412	428	609
413	332	983
414	381	546
415	97	706
416	768	412
417	981	798
418	660	706
419	747	69
420	977	783
421	835	140
422	532	770
423	349	617
424	565	431
425	557	121
426	487	145
427	849	423
428	27	790
429	721	368
430	581	109
431	791	56
432	949	427
433	500	332
434	78	773
435	946	602
436	273	546
437	922	585
438	190	991
439	566	411
440	132	685
441	703	811
442	589	521
443	710	340
444	978	294
445	657	570
446	524	531
447	375	897
448	827	571
449	182	112
450	353	749
451	198	90
452	886	18
453	292	145
454	863	945
455	900	501
456	120	100
457	879	421
458	656	638
459	313	449
460	501	469
461	715	947
462	874	33
463	970	616
464	126	336
465	495	550
466	41	148
467	520	962
468	907	571
469	416	34
470	20	67
471	471	64
472	886	588
473	920	804
474	173	958
475	268	655
476	245	141
477	798	683
478	809	499
479	867	130
480	113	582
481	127	583
482	826	451
483	625	475
484	481	124
485	561	958
486	745	39
487	923	235
488	411	805
489	616	642
490	143	681
491	859	382
492	218	844
493	301	656
494	677	230
495	114	860
496	547	928
497	589	923
498	229	898
499	327	474
500	368	241
501	921	282
502	607	989
503	816	231
504	698	259
505	34	688
506	642	465
507	199	885
508	209	880
509	961	726
510	976	552
511	12	233
512	987	42
513	586	13
514	591	373
515	773	387
516	226	553
517	886	423
518	530	735
519	722	670
520	772	209
521	853	459
522	146	693
523	189	320
524	892	300
525	440	225
526	848	952
527	661	352
528	152	436
529	785	60
530	468	603
531	667	896
532	658	409
533	669	813
534	843	922
535	234	528
536	434	229
537	995	762
538	403	894
539	376	388
540	622	721
541	813	627
542	932	445
543	71	280
544	368	135
545	427	68
546	40	898
547	677	599
548	389	506
549	767	784
550	925	915
551	894	950
552	297	830
553	906	660
554	825	870
555	443	404
556	280	642
557	803	447
558	814	707
559	780	289
560	545	730
561	608	888
562	234	195
563	175	331
564	524	322
565	730	264
566	797	759
567	611	717
568	745	559
569	597	181
570	753	390
571	830	283
572	373	52
573	697	821
574	159	806
575	980	50
576	90	964
577	970	252
578	224	959
579	331	818
580	792	853
581	751	484
582	714	769
583	696	833
584	908	381
585	355	523
586	582	476
587	801	944
588	113	145
589	410	714
590	546	445
591	965	193
592	176	686
593	249	216
594	796	541
595	903	980
596	392	287
597	891	637
598	612	469
599	623	335
600	988	118
601	960	331
602	991	755
603	345	967
604	259	883
605	561	359
606	236	736
607	998	460
608	330	108
609	7	378
610	338	473
611	631	398
612	771	864
613	889	993
614	407	822
615	342	639
616	792	815
617	600	270
618	213	80
619	151	529
620	141	489
621	663	423
622	439	263
623	406	313
624	741	428
625	791	66
626	504	677
627	529	87
628	616	914
629	560	117
630	509	745
631	144	187
632	670	335
633	576	755
634	193	786
635	529	222
636	855	776
637	666	511
638	191	348
639	791	390
640	393	730
641	110	681
642	189	423
643	509	975
644	993	916
645	564	378
646	935	663
647	327	217
648	252	10
649	658	390
650	311	697
651	741	230
652	770	436
653	901	523
654	9	227
655	431	75
656	598	81
657	260	614
658	627	218
659	355	457
660	276	573
661	785	950
662	739	495
663	995	326
664	351	744
665	62	780
666	284	979
667	748	831
668	853	30
669	353	409
670	742	86
671	853	485
672	783	143
673	923	255
674	175	624
675	589	387
676	342	316
677	352	935
678	279	564
679	656	656
680	213	720
681	409	837
682	272	666
683	44	675
684	695	292
685	306	176
686	470	980
687	324	736
688	296	806
689	127	904
690	81	175
691	240	855
692	334	716
693	256	941
694	920	810
695	954	368
696	477	372
697	295	378
698	434	222
699	790	766
700	615	311
701	835	884
702	389	91
703	447	340
704	59	530
705	807	132
706	649	465
707	93	758
708	633	563
709	200	473
710	999	721
711	640	454
712	839	264
713	13	984
714	614	396
715	298	23
716	6	775
717	843	584
718	748	804
719	703	520
720	496	108
721	481	41
722	458	748
723	423	866
724	413	865
725	312	825
726	380	468
727	283	540
728	739	63
729	233	452
730	782	960
731	421	872
732	379	977
733	919	885
734	937	612
735	884	163
736	493	118
737	947	846
738	949	299
739	11	616
740	322	648
741	556	779
742	795	734
743	966	861
744	280	991
745	497	205
746	401	771
747	351	230
748	707	382
749	334	528
750	598	127
751	530	103
752	342	269
753	865	538
754	828	161
755	418	312
756	113	259
757	958	618
758	670	817
759	207	393
760	402	648
761	51	357
762	954	309
763	50	79
764	371	532
765	534	404
766	704	650
767	516	464
768	92	402
769	844	707
770	155	828
771	737	150
772	651	968
773	531	338
774	568	285
775	223	200
776	59	227
777	538	381
778	461	546
779	170	532
780	900	805
781	8	642
782	673	409
783	457	472
784	958	127
785	513	54
786	847	70
787	561	443
788	760	56
789	916	196
790	733	741
791	45	398
792	218	904
793	115	931
794	404	841
795	916	868
796	834	391
797	906	100
798	544	49
799	148	42
800	15	41
801	183	326
802	261	344
803	651	643
804	657	848
805	954	696
806	699	399
807	41	1
808	218	452
809	962	110
810	278	213
811	321	356
812	661	578
813	428	728
814	736	628
815	782	662
816	35	23
817	594	976
818	731	886
819	848	262
820	130	255
821	401	746
822	71	499
823	421	267
824	305	609
825	85	431
826	610	534
827	840	124
828	747	39
829	289	93
830	893	500
831	476	288
832	129	840
833	181	167
834	6	263
835	752	229
836	210	139
837	523	815
838	6	211
839	255	266
840	674	708
841	429	435
842	288	592
843	801	830
844	165	361
845	987	198
846	266	33
847	743	974
848	286	715
849	982	702
850	913	772
851	496	749
852	253	802
853	646	794
854	958	45
855	762	371
856	623	818
857	585	917
858	151	241
859	984	794
860	587	930
861	628	870
862	485	592
863	538	552
864	810	644
865	899	930
866	192	848
867	817	642
868	649	288
869	713	345
870	435	215
871	278	843
872	247	897
873	17	220
874	190	111
875	418	223
876	515	60
877	12	179
878	748	974
879	322	142
880	201	596
881	127	141
882	505	858
883	947	484
884	938	838
885	797	270
886	725	358
887	775	243
888	412	499
889	508	601
890	652	308
891	623	875
892	335	262
893	231	265
894	613	522
895	936	498
896	746	737
897	948	450
898	59	759
899	737	698
900	78	947
901	236	752
902	615	616
903	10	681
904	535	769
905	767	807
906	248	890
907	598	253
908	439	918
909	704	979
910	568	75
911	963	762
912	269	590
913	222	987
914	451	809
915	400	208
916	976	883
917	367	370
918	142	319
919	882	147
920	49	837
921	67	115
922	562	875
923	793	385
924	126	571
925	324	218
926	182	746
927	345	205
928	403	200
929	411	289
930	547	775
931	567	673
932	854	650
933	173	963
934	70	245
935	566	262
936	57	904
937	966	425
938	987	547
939	628	273
940	770	509
941	173	314
942	800	629
943	765	136
944	754	855
945	368	600
946	78	670
947	913	893
948	782	774
949	92	312
950	383	572
951	714	205
952	627	130
953	61	256
954	923	687
955	534	64
956	957	844
957	4	211
958	723	198
959	36	216
960	45	985
961	592	598
962	731	538
963	263	691
964	713	694
965	528	493
966	561	624
967	422	98
968	340	43
969	189	924
970	894	302
971	841	999
972	749	531
973	621	70
974	708	844
975	900	553
976	291	83
977	871	303
978	196	40
979	154	255
980	784	407
981	871	841
982	634	683
983	31	892
984	583	838
985	419	193
986	679	112
987	890	671
988	231	522
989	397	938
990	802	725
991	972	536
992	727	368
993	15	574
994	745	951
995	708	240
996	359	876
997	492	326
998	534	169
999	697	387
