KP_100000_strongly_correlated
capacity	25026948
nb_items	100000
item	value	weight
0	44	34
1	637	627
2	108	98
3	624	614
4	809	799
5	26	16
6	74	64
7	665	655
8	840	830
9	382	372
10	449	439
11	312	302
12	814	804
13	469	459
14	186	176
15	695	685
16	619	609
17	409	399
18	172	162
19	602	592
20	991	981
21	448	438
22	398	388
23	565	555
24	552	542
25	65	55
26	155	145
27	715	705
28	849	839
29	791	781
30	779	769
31	920	910
32	104	94
33	631	621
34	13	3
35	900	890
36	761	751
37	467	457
38	887	877
39	817	807
40	300	290
41	138	128
42	11	1
43	768	758
44	786	776
45	79	69
46	787	777
47	118	108
48	45	35
49	836	826
50	324	314
51	134	124
52	710	700
53	938	928
54	776	766
55	935	925
56	225	215
57	543	533
58	612	602
59	392	382
60	193	183
61	53	43
62	160	150
63	352	342
64	546	536
65	577	567
66	870	860
67	475	465
68	119	109
69	873	863
70	313	303
71	694	684
72	654	644
73	392	382
74	661	651
75	508	498
76	704	694
77	83	73
78	752	742
79	581	571
80	936	926
81	723	713
82	842	832
83	933	923
84	105	95
85	951	941
86	358	348
87	82	72
88	782	772
89	857	847
90	508	498
91	952	942
92	418	408
93	115	105
94	554	544
95	423	413
96	790	780
97	922	912
98	297	287
99	43	33
100	732	722
101	643	633
102	337	327
103	860	850
104	522	512
105	530	520
106	984	974
107	449	439
108	426	416
109	321	311
110	398	388
111	799	789
112	629	619
113	740	730
114	662	652
115	13	3
116	740	730
117	33	23
118	716	706
119	360	350
120	376	366
121	374	364
122	520	510
123	702	692
124	479	469
125	89	79
126	881	871
127	193	183
128	197	187
129	596	586
130	212	202
131	45	35
132	79	69
133	484	474
134	107	97
135	100	90
136	997	987
137	211	201
138	427	417
139	189	179
140	73	63
141	950	940
142	970	960
143	678	668
144	309	299
145	824	814
146	933	923
147	798	788
148	555	545
149	663	653
150	470	460
151	693	683
152	185	175
153	489	479
154	937	927
155	109	99
156	167	157
157	908	898
158	172	162
159	954	944
160	322	312
161	906	896
162	867	857
163	434	424
164	1004	994
165	499	489
166	960	950
167	853	843
168	859	849
169	510	500
170	450	440
171	674	664
172	942	932
173	702	692
174	987	977
175	591	581
176	960	950
177	545	535
178	54	44
179	32	22
180	889	879
181	965	955
182	159	149
183	133	123
184	368	358
185	472	462
186	851	841
187	993	983
188	70	60
189	814	804
